Empresa;DirecciÃ³n;CP;Ciudad;Provincia;TelÃ©fono;MÃ³vil;Email;Web;Sector;N. Empleados;Administrador;P.Contacto;CIF;Comentario
VIRREINA S.C.A - MANZANILLA;DOMÍNGUEZ GARRIDO, 24;21890;MANZANILLA;HUELVA;959415260;;;;SERVICIOS A EMPRESAS;;;;;
AYUNTAMIENTO DE MANZANILLA;PL. ANDALUCIA, 1;21890;MANZANILLA;HUELVA;959415041;;ayto_manzanilla@diphuelva.es;;;;;;;
COOPERATIVA SAN ISIDRO LABRADOR  ;CALLE CARTUJA, 92;21891;CHUCENA;HUELVA;959424032;;coopsanisidro@hotmail.com;;ALIMENTACION;;;;;
SOLIS CARRASCO, I. - CHUCENA;CJÓN. NIÑO PÉREZ, 2;21891;CHUCENA;HUELVA;959424253;;;;FERRETERIAS ;;;;;
RO & CA - CHUCENA;EL POZO, 3;21891;CHUCENA;HUELVA;617627715;;royca06@hotmail.com;;ELECTRODOMESTICOS;;;;;
JESUS PALMA MORA - CHUCENA;LOS LABRADOS, 8;21891;CHUCENA;HUELVA;959424230;;;;SERVICIOS A EMPRESAS;;;;;
AYUNTAMIENTO DE CHUCENA;PL. ANDALUCIA, 2;21891;CHUCENA;HUELVA;959424131;;ayto_chucena@diphuelva.es;;;;;;;
FUENTES MARAVER S.L. - CHUCENA;PURCHENA, S/N;21891;CHUCENA;HUELVA;959424116;;;;CARPINTERIA METALICA;;;;;
DESATASCOS Y LIMPIEZAS MCR - CHUCENA;SANTO TOMAS, 1;21891;CHUCENA;HUELVA;959424171;;fontaneriamcr@hotmail.com;;CONSTRUCCION;;;;;
BARTOLOME CARRASCO GALAN - LA PALMA DEL CONDADO;ALCALDE ILDEFONSO GONZÁLEZ, 27;21700;LA PALMA DEL CONDADO;HUELVA;959400513;;;www.gestosurcondado.com;SERVICIOS A EMPRESAS;;;;;
MARCOS JESUS LEPE GOMEZ - LA PALMA DEL CONDADO;ALFAREROS, 1;21700;LA PALMA DEL CONDADO;HUELVA;959401031;;;;DROGUERIAS;;;;;
MIGUEL ANGEL FELIX DIAZ - LA PALMA DEL CONDADO;ALMONTE, 28;21700;LA PALMA DEL CONDADO;HUELVA;687570207;;;;MAQUINARIA PARA CONSTRUCCION;;;;;
TIERRA DE VINOS HOTEL - LA PALMA DEL CONDADO;ALMONTE, 4;21700;LA PALMA DEL CONDADO;HUELVA;959402839;;;;HOTEL ;;;;;
JOSE ANTONIO RAMOS DIAZ - LA PALMA DEL CONDADO;ALPIZAR, 67;21700;LA PALMA DEL CONDADO;HUELVA;959400505;;;;CARPINTERIA METALICA;;;;;
CASH LEPE S.A - LA PALMA DEL CONDADO;AV. HUELVA, 24;21700;LA PALMA DEL CONDADO;HUELVA;959401832;;;;SUMINISTROS HOSTELERIA;;;;;
JEREGA MODAS S.L.L. - LA PALMA DEL CONDADO;AV. SANTA ÁNGELA DE LA CRUZ, 10;21700;LA PALMA DEL CONDADO;HUELVA;959402491;;;;OFIMATICA;;;;;
FELIX MANUEL PEREZ DIAZ - LA PALMA DEL CONDADO;AV. SANTA ÁNGELA DE LA CRUZ, 24;21700;LA PALMA DEL CONDADO;HUELVA;655601026;;;;CARPINTERIA METALICA;;;;;
ELECTROPALMA - LA PALMA DEL CONDADO;AV. SANTA ÁNGELA DE LA CRUZ, 38;21700;LA PALMA DEL CONDADO;HUELVA;959400004;;;;ELECTRODOMESTICOS;;;;;
COMUNITEL GLOBAL S.A. - LA PALMA DEL CONDADO;AV. SANTA ÁNGELA DE LA CRUZ, S/N;21700;LA PALMA DEL CONDADO;HUELVA;959400896;;;;TELECOMUNICACIONES;;;;;
HACIENDA NUESTRA SE?ORA DE GU?A;AVDA. DE SEVILLA, 84;;LA PALMA DEL CONDADO;HUELVA;959401429;;grupolopis@hotmail.com;www.grupolopis.com;INMOBILIARIA;;;;;
FRANCISCO JOSE RAMIREZ GARCIA;AVENIDA JUSTICIA, 5 - 2 - B;21700;LA PALMA DEL CONDADO;HUELVA;959400728;;framirez1430@icahuelva.es;;;;;;;
FRANCISCO JAVIER ALANIS CALLE - LA PALMA DEL CONDADO;BARATILLA, 18;21700;LA PALMA DEL CONDADO;HUELVA;959402124;;;;CARPINTERIA METALICA;;;;;
PRODUCCIONES ALZUR - LA PALMA DEL CONDADO;BODEGA MORALES (POL. IND. DEHESA BOYAL), 29;21700;LA PALMA DEL CONDADO;HUELVA;959418130;;;;SERVICIOS A EMPRESAS;;;;;
ARTESANIA DEL JAMON MIGUEL LEON;BODEGA SALAS (POL. IND. DEHESA BOYAL), 1 - 3;21700;LA PALMA DEL CONDADO;HUELVA;959418008;;recepcion@leonhoteles.es;;;;;;;
ELECTRICIDAD E INFORMATICA CONDADO - LA PALMA DEL CONDADO;BODEGA SORIANO (POL. IND. DEHESA BOYAL), 9;21700;LA PALMA DEL CONDADO;HUELVA;609689296;;informatica@eicondado.com;;ENERGIA ELECTRICA;;;;;
ONU TOLDOS - LA PALMA DEL CONDADO;BODEGA TEBA (POL. IND. DEHESA BOYAL), 81;21700;LA PALMA DEL CONDADO;HUELVA;959401075;;;;TOLDOS ;;;;;
HOTEL MESON LEON;CALLE BODEGA SALAS (POL. IND. DEHESA BOYAL)1 - 3 BAJO;21700;LA PALMA DEL CONDADO;HUELVA;959418010;;info@leonhoteles.es;www.leonhoteles.es;;;;;;
LIMPIEZAS CONDADO S.L.;CALLE HINOJOS 19;21700;LA PALMA DEL CONDADO;HUELVA;959402729;;licon@telefonica.net;www.licon.es;;;;;;
ÓPTICA LA PALMA - LA PALMA DEL CONDADO;CALLE RÁBIDA, 5 - A;21700;LA PALMA DEL CONDADO;HUELVA;959402460;;info@opticalapalma.com;www.opticalapalma.com;OFIMATICA;;;;;
DTI INMOBILIARIA;CALLE SANTA ANGELA DE LA CRUZ 1;21700;LA PALMA DEL CONDADO;HUELVA;959402509;;lapalma@dtiinmobiliaria.com;www.dti.inmobiliaria.com;CONSTRUCCION;;;;;
MONTAJES HERMANOS REYES - LA PALMA DEL CONDADO;CALVARIO, 8;21700;LA PALMA DEL CONDADO;HUELVA;654082762;;;;TOLDOS ;;;;;
STL - SISTEMAS TECNICOS DE LOTERIAS Y APUESTAS DEL ESTADO - LA PALMA DEL CONDADO;CAPITÁN SAN ROMÁN, 3;21700;LA PALMA DEL CONDADO;HUELVA;959401896;;;;TELECOMUNICACIONES;;;;;
ELECTRICIDAD GIL MORENO S.L. - LA PALMA DEL CONDADO;CARLOS MAURICIO MORALES, S/N;21700;LA PALMA DEL CONDADO;HUELVA;959402126;;elec-gilmoreno@yahoo.es;;ENERGIA ELECTRICA;;;;;
JOSÉ PERÉZ MORENO S.L. - LA PALMA DEL CONDADO;CARRETERA A - 472, KM 52,5;21700;LA PALMA DEL CONDADO;HUELVA;959400720;;transportesperez@terra.es;www.transperezmoreno.com;TRANSPORTE DE MERCANCIA ;;;;;
OPEL CONCESIONARIO OFICIAL DISO HUELVA - LA PALMA DEL CONDADO;CARRETERA CIRCUNVALACIÓN, 20 - BAJO (DUP 6-8);21700;LA PALMA DEL CONDADO;HUELVA;959402211;;huelva@diso.es;;CONCESIONARIOS DE COCHES;;;;;
HARINAS SANCHEZ PALENCIA;CARRETERA CIRCUNVALACIONKM 48;21700;LA PALMA DEL CONDADO;HUELVA;959402088;;luis@harinassp.es;www.harinassp.es/index.html;;;;;;
DEHESA LA ZORRERA - LA PALMA DEL CONDADO;CTRA. BERROCAL, KM. 2;21700;LA PALMA DEL CONDADO;HUELVA;686984272;;;;SERVICIOS A EMPRESAS;;;;;
KAPPA IBEROAMERICANA, S.A.;CTRA. C-A493 SECTOR 1.3-1.4 PLAN PARCIAL 1P.I;21700;LA PALMA DEL CONDADO;HUELVA;959402853;959400031;kappa.huelva@kappapackaging.com;www.kappa-huelva.es;SERV. JURIDICOS;;;;;
ALFASEÑAL - LA PALMA DEL CONDADO;CTRA. CIRCUNVALACION, 40;21700;LA PALMA DEL CONDADO;HUELVA;959401226;;info@alfasenal.es;www.alfasenal.es;SERV. JURIDICOS;;;;;
HARINAS SANCHEZ PALENCIA;CTRA. CIRCUNVALACION, 48;21700;LA PALMA DEL CONDADO;HUELVA;959400109;;administracion@sanchezpalencia.es.telefonica.net;www.harinassp.es;;;;;;
LIMPIEZAS CONDADO - LA PALMA DEL CONDADO;HINOJOS, 17;21700;LA PALMA DEL CONDADO;HUELVA;959402729;;info@licon.es;www.licon.es;;;;;;
BODEGAS INFANTE - LA PALMA DEL CONDADO;HINOJOS, 31-35;21700;LA PALMA DEL CONDADO;HUELVA;959402567;;dinfante@dinfante.com;www.dinfante.com;INFORMATICA/TELEFONIA;;;;;
CENTRO VETERINARIO LA PALMA;IGNACIO DE CEPEDA Y SOLDAN, 7;21700;LA PALMA DEL CONDADO;HUELVA;959401849;;cv.lapalma@colvet.es;;;;;;;
FERNANDO ROLDAN SERRANO - LA PALMA DEL CONDADO;LEPANTO, 15;21700;LA PALMA DEL CONDADO;HUELVA;959401347;;froldan@ya.com;;SERVICIOS A EMPRESAS;;;;;
EDITORIAL ANDALUZA HERGUE;MARTIN ALONSO PINZON, 8;21700;LA PALMA DEL CONDADO;HUELVA;670562725;959250626;hergue@hergue.com;;TEXTIL;;;;;
JUAN MIGUEL MEDRANO FERNANDEZ - LA PALMA DEL CONDADO;NARANJO, 9;21700;LA PALMA DEL CONDADO;HUELVA;959400405;;;;ENERGIA ELECTRICA;;;;;
DISTRIBUCIONES JOAQUIN INFANTE;OLIVO, 7;21700;LA PALMA DEL CONDADO;HUELVA;959401217;;jinfante@arrakis.es;;;;;;;
BODEGAS RUBIO - LA PALMA DEL CONDADO;PALOS DE LA FRONTERA, 14;21700;LA PALMA DEL CONDADO;HUELVA;959400743;;;;INMOBILIARIAS;;;;;
BODEGAS RUBIO;PALOS DE LA FRONTERA, 14;21700;LA PALMA DEL CONDADO;HUELVA;959400743;959400470;brandyluisfelipe@brandyluisfelipe.com;;;;;;;
BODEGAS RUBIO - LA PALMA DEL CONDADO;PALOS DE LA FRONTERA, 14;21700;LA PALMA DEL CONDADO;HUELVA;959400743;;info@bodegasrubio.com;www.bodegasrubio.com;ALIMENTACION;;;;;
FLORISTERIA JAVIER PADILLA;PARROCO PAULINO CHAVEZ, 8-A;21760;LA PALMA DEL CONDADO;HUELVA;959401575;959401575;florjpadilla@tpi.infomail.es;;;;;;;
CATERING HACIENDA NUESTRA SEÑORA DE GUIA - LA PALMA DEL CONDADO;PILAR, S/N;21700;LA PALMA DEL CONDADO;HUELVA;959400226;;info@quepueblo.com;www.quepueblo.com/salondeguia;;;;;;
AYUNTAMIENTO DE LA PALMA DEL CONDADO;PL. CORAZON DE JESUS, 7;21700;LA PALMA DEL CONDADO;HUELVA;959402319;;ayto_lapalmadelcdo@diphuelva.es;;;;;;;
SERVITAL ASESORES S.L. - LA PALMA DEL CONDADO;PL. NUESTRO PADRE JESÚS, 3;21700;LA PALMA DEL CONDADO;HUELVA;959402020;;;;SERVICIOS A EMPRESAS;;;;;
VIAJES IBEROMAR;PLAZA MAGDALENA 1;;LA PALMA DEL CONDADO;HUELVA;959094550;;info@viajesiberomar.com;www.viajesiberomar.com;;;;;;
ELECTRICIDAD E INFORMATICA CONDADO, S.L. - LA PALMA DEL CONDADO;POL. IND. DEHESA BOYAL, 106;21700;LA PALMA DEL CONDADO;HUELVA;959400742;;;;ELECTRICISTAS;;;;;
ARTE Y CREACION GRAFICA;POLIGONO DEHESA BOYAL - NAVES 66 - 67;21700;LA PALMA DEL CONDADO;HUELVA;959400936;;creacion@arteycreaciongrafica.com;www.arteycreaciongrafica.com;ALIMENTACION;;;;;
LA MUFLA ARTESANIA DEL CONDADO S.L.L.;POLIGONO DEHESA BOYAL , 11 (BODEGA ESPINOSA);21700;LA PALMA DEL CONDADO;HUELVA;959402365;;info@lamufla.com;www.lamufla.com;;;;;;
LA MUFLA ARTESANÍA DEL CONDADO S.L.L. - LA PALMA DEL CONDADO;POLÍGONO DEHESA BOYAL , 11 (BODEGA ESPINOSA);21700;LA PALMA DEL CONDADO;HUELVA;959402365;;;www.lamufla.com;MATERIAL DE CONSTRUCCION;;;;;
ARTE Y CREACIÓN GRÁFICA S.L. - LA PALMA DEL CONDADO;POLÍGONO INDUSTRIAL DEHESA BOYAL, NAVE 66-67;21700;LA PALMA DEL CONDADO;HUELVA;959400936;;creacion@arteycreaciongrafica.com;www.arteycreaciongrafica.com;ARTES GRAFICAS;;;;;
SERVI 2 S.L.;POLIGONO INDUSTRIAL VI CENTENARIO, NAVE 13;21700;LA PALMA DEL CONDADO;HUELVA;959400983;;servi2@wanadoo.es;www.servill.com;;;;;;
K-CHE TELECOMUNICACIONES;RDA. LEGIONARIOS, 3;21700;LA PALMA DEL CONDADO;HUELVA;959401335;;k-che@airtel.es;;;;;;;
K - CHE - LA PALMA DEL CONDADO;RDA. LOS LEGIONARIOS, 3;21700;LA PALMA DEL CONDADO;HUELVA;959401335;;k-che_telefonica@vodafone.es;;TELECOMUNICACIONES;;;;;
ASOCIACION JUVENIL FUTURECULT - LA PALMA DEL CONDADO;RDA. LOS LEGIONARIOS, 6;21700;LA PALMA DEL CONDADO;HUELVA;959402930;;;;SERVICIOS A EMPRESAS;;;;;
AUTO RECAMBIOS DEL CONDADO - LA PALMA DEL CONDADO;RDA. LOS LEGIONARIOS, 8;21700;LA PALMA DEL CONDADO;HUELVA;959402250;;;;CONCESIONARIOS DE COCHES;;;;;
MUSISAT - LA PALMA DEL CONDADO;REINA SOFIA, 33;21700;LA PALMA DEL CONDADO;HUELVA;959402355;;info@musisat.es;www.musisat.es;;;;;;
WATCHDOG INFORMATICA, S.L.;RONDA DE LEGIONARIOS, 58;21700;LA PALMA DEL CONDADO;HUELVA;959402818;959402879;wdinf@arrakis.es;;;;;;;
DALE AL PAUSE.COM - LA PALMA DEL CONDADO;SAN SEBASTIAN, 6;21700;LA PALMA DEL CONDADO;HUELVA;959401849;;info@dalealpause.com;www.dalealpause.com/tienda;;;;;;
