Empresa;DirecciÃ³n;CP;Ciudad;Provincia;TelÃ©fono;MÃ³vil;Email;Web;Sector;N. Empleados;Administrador;P.Contacto;CIF;Comentario
AISLASUR ALMORAIMA, 35-37 POL. IND. EL MANCHON  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954152399;;aislasur@aislasur.com;www.aislasur.com;;;;;;
APICUAR S.C.V. ANTIGUA CRTA. SEVILLA-DOS HERMANAS, 8  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954692899;;apicuar@terra.es;;CONSTRUCCION;;;;;
CABECO POL. LA NEGRILLA - LINOTIPIA, 5 - NAVE 6  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954573412;;cabeco@cabeco.net;www.cabeco.net;;;;;;
VOLVO AUTOMOVILES CODIMOTOR  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954510666;;codimotor@codimotor.com;;AUTOMOVIL;;;;;
COPICENTRO AVDA. REPUBLICA ARGENTINA, 40  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954281107;;copicentrocartelycopicentroplano@infonegocio.com;;;;;;;
ANDALUZA DE PREVENCION DE RIESGOS LABORALES RESIDENCIAL LAS ALMENAS, S/N. - LOCAL 1;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954975211;;correo@andaluzadeprevencion.com;;;;;;;
CRISTALERIAS ERAUSQUIN ANTONIO PEÑA LOPEZ, 1 - POL. CTRA. A  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954517711;;erausquin@airtel.net;;;;;;;
EUROROTULO PIBO A-49 - AV. DE GINES, 14 (BOLLULLOS  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;902121717;;erorotulo@infotelmultimedia.es;www.grupoingenia.net;;;;;;
COLEGIO INTERNACIONAL EUROPA CTRA. A-8076 (SEVILLA-HUELVA , KM 6,5  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954717069;;euroami@arrakis.es;www.europaschool.org;;;;;;
MUEBLES METALICOS FEMETAL POL. IND. EL PINO, 15  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954999513;;femetal@femetal.com;;;;;;;
CLINICA MALLEN AVDA. CRUZ DEL CAMPO, 38  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954642729;;ftudema@teleline.es;www.clinicamallen.com;;;;;;
BAUHAUS RESTAURANTE SONORO MARQUES DE PARADAS, 53  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954224210;;info@bauhauscafe.com;www.bauhauscafe.com;HOSTELERIA Y RESTAURACION;;;;;
FORMACION ACTIVA AVDA. KANSAS CITY, 9 - EDIF. REALIA  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;902012668;;info@formacionactiva.com;www.formacionactiva.com;;;;;;
MEMORIA EXPANDIDA S.L. RDA. DE PIO XII, 1 A - MODULO 2.1  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;902014675;;info@memoriaexpandida.com;;;;;;;
AUTOCARES ROSABUS POL. INDUSTRIAL PARSI - SEIS, NAVE 21-24  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954573005;;info@rosabus.com;www.rosabus.com;TURISMO;;;;;
LOPEZ & DE BOER AVDA. REPUBLICA ARGENTINA, 17  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954286548;;lopezdeboer@wanadoo.es;;SERV. JURIDICOS;;;;;
LORING & CIA. CONSULTORES ALBERCHE, 6 C BAJO  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954647061;;loring@zoom.es;www.loringconsultores.com;;;;;;
LUIVIC S.C. POLIGONO CALONGE - CARBON, 8  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954353952;;lvpubli@yahoo.es;;;;;;;
ACUARIOS PIPE AVDA. MIRAFLORES, 56  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954358182;;pipeimpex@supercable.es;;;;;;;
GOLOSINAS SUPERBELEN HERRAMIENTAS, 17  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954924600;;prunaguillermitosl@hotmail.com;;ALIMENTACION;;;;;
FRENTE A TEXTO SL. FAX  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954500776;;publicidad@frenteatexto.com;www.frenteatexto.com;;;;;;
BABY DECOR LUIS BELMONTE, 2  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954709090;;sevilla@babydecor.es;www.babydecor.es;TEXTIL;;;;;
MASSEY FERGUSON AV. TORRE HERBEROS, S/N. (DOS HERMANAS  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;955050505;;surcosur@catsa.es;;AUTOMOVIL;;;;;
LOS GALLOS PL. SANTA CRUZ, 11  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954216981;;tablaolosgallos@tablaolosgallos.com;www.tablaolosgallos.com;;;;;;
AVESA AUTOCARBURADOR INYECCION ALMADEN DE LA PLATA, 11;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;954435707;;ventasevilla@autocarburadorinyeccion.com;;;;;;;
VIKING PARQUET ESPAÑA TODO EN SUELOS DE MADERA VENTA E INSTALACION  ;SIETE REVUELTAS, S/N;41...;SEVILLA;SEVILLA;955089008;;viking_parquet@auna.com;;;;;;;
SEHUTEL S.L.  ;CALLE NUEVA, 38;41008;SEVILLA;SEVILLA;902151599;;info@sehutel.es;;INFORMATICA/TELEFONIA;;;;;
RISETTE S.L.  ;CALLE NUEVA, 8;41008;SEVILLA;SEVILLA;954362263;;risette@net-way.net;;;;;;;
TRANSPORTES LA O DE SIEMPRE S.L.  ;CALLE NUEVA, S/N;41008;SEVILLA;SEVILLA;954434423;;laodesiempre@yahoo.es;;;;;;;
J&DSERVICIOTECNICO-SEVILLA;CALLE PALMA DEL RIO 26;41008;SEVILLA;SEVILLA;954356915;;;;ELECTRODOMESTICOS;;;;;
HOLDING EMPRESARIAL EUROPA SUR S.L.  ;CALLE PARQUE DE DOÑANA, S/N;41008;SEVILLA;SEVILLA;954944400;;casainmobiliaria@casainmobiliaria.com;www.casainmobiliaria.com;INMOBILIARIA;;;;;
LA ABACERÍA;CALLE PINO PIÑONERO , S/N - POL. IND. EL PINO;41008;SEVILLA;SEVILLA;954258226;;;www.ibericoslaabaceria.es;JAMONES;;;;;
LA ABACERIA;CALLE PINO PIÑONERO , S/N - POL. IND. EL PINO;41008;SEVILLA;SEVILLA;954258226;;info@ibericoslaabaceria.es;www.ibericoslaabaceria.es;ALIMENTACION;;;;;
GARCILÓ;CALLE POLANCOS, 15 - BAJO;41008;SEVILLA;SEVILLA;954432482;;info@garcilo.es;www.garcilo.net;PAPELERIAS;;;;;
CENTROQUIROMASAJEYESTÉTICAROCÍOESCOBAR-SEVILLA;CALLE PREVISIÓN, 2 ESQUINA AVDA. MIRAFLORES;41008;SEVILLA;SEVILLA;954361752;;;www.rocioescobar.es;FISIOTERAPEUTA;;;;;
AFINCALIA S.C.  ;CALLE RAFAEL ALBERTI, 5;41008;SEVILLA;SEVILLA;955454446;;afincalya@supercable.es;;INMOBILIARIA;;;;;
LIMPIEZAS ADAME;CALLE RAFAEL CANSINO ASSENS, 11 - BLOQUE 1 (LOCAL 1);41008;SEVILLA;SEVILLA;954353536;;info@limpiezasadame.es.tl;www.limpiezasadame.es.tl;;;;;;
CLÍNICADENTALSAMANIEGO-SEVILLA;CALLE SAMANIEGO, 2 - 1° A;41008;SEVILLA;SEVILLA;954414806;;;www.clinicadentalsamaniego.com;ESTOMATOLOGOS;;;;;
BELENES SAN JUAN BOSCO;CALLE SAN JUAN BOSCO 20;41008;SEVILLA;SEVILLA;954536954;;;www.belenessanjuanbosco.com;BELENES;;;;;
BELENES SAN JUAN BOSCO;CALLE SAN JUAN BOSCO 20;41008;SEVILLA;SEVILLA;954536954;;info@belenessanjuanbosco.com;www.belenessanjuanbosco.com;;;;;;
AQUATAIDE S.L.;CALLE SAN JUAN BOSCO, 26;41008;SEVILLA;SEVILLA;954414044;;adefuentes@tpi.informail.es;;;;;;;
AQUATAIDE S.L. DEPURACION AGUA;CALLE SAN JUAN BOSCO, 26;41008;SEVILLA;SEVILLA;954414044;;aquataide@telefonica.net;www.aquataide.com;;;;;;
CENTRALSEVILLARENTACAR-SEVILLA;CALLE SAN JUAN BOSCO, 61;41008;SEVILLA;SEVILLA;954350773;;mbmcentral@yahoo.es;www.alquilarfurgonetas.com;COCHES;;;;;
FAISA-SEVILLA;CALLE SANTA MARÍA DE LOS REYES 10 LOCAL C;41008;SEVILLA;SEVILLA;954532680;;;;PRODUCTO FARMACEUTICO;;;;;
GOYA TELECOMUNICACIONES;CALLE SANTA MARIA DE LOS REYES, 6 - LOCAL A;41008;SEVILLA;SEVILLA;955454444;;info@goyatelecomunicaciones.com;www.goyatelecomunicaciones.com;CONSTRUCCION;;;;;
GOYA TELECOMUNICACIONES;CALLE SANTA MARÍA DE LOS REYES, 6 - LOCAL A;41008;SEVILLA;SEVILLA;955454444;;;www.goyatelecomunicaciones.com;ANTENAS;;;;;
VIAJES MIGTOUR S.L.  ;CALLE SANTA MARIA DE ORDAS, 36;41008;SEVILLA;SEVILLA;954353409;;migtour@viautil.com;;TURISMO;;;;;
CLESMILL S.L.  ;CALLE SANTA MARIA MAGDALENA, 4;41008;SEVILLA;SEVILLA;954368034;;clesmill@teleline.es;;;;;;;
ÓPTICASTOREVISIÓN-SEVILLA;CALLE STORE C/A, 3 (POL. IND. E);41008;SEVILLA;SEVILLA;954358930;;info@opticastorevision.com;;SALUD - GENERAL;;;;;
TALLERESVICTORIANOPELÁEZ-SEVILLA;CALLE STORE, S/N - NAVE 9;41008;SEVILLA;SEVILLA;954355000;;talleres.victoriano@gmail.com;;AIRE ACONDICIONADO;;;;;
AUTOESCUELAHERMANOSCINTA-SEVILLA;CALLE VENECIA, 3 (PARALELA A C/ ARROYO);41008;SEVILLA;SEVILLA;954424182;;;www.autoescuelahermanoscinta.com;AUTOESCUELAS;;;;;
CARMONA MARTINEZ JUAN MANUEL;CALLE VICENTE ALANIS, 66;41008;SEVILLA;SEVILLA;954413300;;mensagur@hotmail.com;;;;;;;
JUAN MANUEL GARCIA DE SORIA FLORES;CAMINO TOROS, 2                                                                 ;41008;SEVILLA;SEVILLA; 954310428;;dolphin0@supercable.es;;;;;;;
BIO PARAISOS - SEVILLA;CARMEN MARTÍNEZ SANCHO, 4;41008;SEVILLA;SEVILLA;954313346;;bioparaisossevilla@hotmail.com;www.bioparaisos.com;COSMETICA:ESTABLECIMIENTOS;;;;;
GRECOMAR VIAJES - SEVILLA;CARMEN MARTÍNEZ SANCHO, S/N;41008;SEVILLA;SEVILLA;954350987;;grecomarviajes@terra.es;www.grecomarviajes.com;AGENCIAS DE VIAJES ;;;;;
ANDALUZA DE MOTOCICLETAS, S.A.;CARRETERA CARMONA 27;41008;SEVILLA;SEVILLA;954365565;;;;VENTA AL DETALLE DE MOTOCICLETAS ACCESORIOS Y RECAMBIOS  DISTRIBUIDOR OFICIAL DE ONDA COMENZO SUS ACTIVIDIDADES EN FEBRERO DE 1990;;;;;
SALDAUTO SEVILLA, S.A.L.;CARRETERA CARMONA 6;41008;SEVILLA;SEVILLA;954421811;954412352;;;CONSTRUCCIONES DE OBRAS PUBLICAS Y PRIVADAS PRINCIPALMENTE ASFALTADO  CONDICIONES DE COMPRA  GIROS A 120 DIAS NO REALIZAN IMPORTACIONES;;;;;
CENTROPSICOLÓGICOANELA-SEVILLA;CARRETERA CARMONA, 29 A - 2° D;41008;SEVILLA;SEVILLA;954530397;;citas@cpa-psicologos.com;;SALUD;;;;;
ADSEFIN;CARRETERA DE CARMONA, 14 , 2.° IZDA.;41008;SEVILLA;SEVILLA;954415661;;administracion@adsefin.es;www.adsefin.es;INMOBILIARIA;;;;;
MUSICAL ORTIZ, S.L.;CARRETERA DE CARMONA, 25;41008;SEVILLA;SEVILLA;954354610;954368148;info@musicalortiz.com;www.musicalortiz.com;INFORMATICA/TELEFONIA;;;;;
AMORTIGUADORESSAAVEDRA;CARRETERA DE CARMONA, 46;41008;SEVILLA;SEVILLA;954410754;;;;NEUMÁTICOS ;;;;;
SUN-CAR SEVILLA;CARRETERA DE CARMONA, 31                                                        ;41008;SEVILLA;SEVILLA; 954064272;;sucar@hotmail.com;;AUTOMOVIL;;;;;
DLL INFORMATICA S.C.;CARRETERA DE CARMONA, 47;41008;SEVILLA;SEVILLA; 954355393;;dllinformatica@telefonica.net;;;;;;;
DESGUACEJOSÉCHAPARREJO-SEVILLA;CARRETERA MIRAFLORES, 1 - BAJO (PARC. LA GRAVERA);41008;SEVILLA;SEVILLA;954953968;;chaparrejo2009@hotmail.com;;SERVICIOS INDUSTRIALES;;;;;
SALÓNALBAHACA-SEVILLA;CARRETERA SEVILLA - BRERNES - KM 4,5;41008;SEVILLA;SEVILLA;954686002;;;;SERVICIOS A EMPRESAS;;;;;
SALON ALBAHACA;CARRETERA SEVILLA - BRERNES - KM 4,5;41008;SEVILLA;SEVILLA;954686002;;info@salonalbahaca.com;www.salonalbahaca.com;;;;;;
SOLDENES.A.-SEVILLA;CISNE ALTO, 3;41008;SEVILLA;SEVILLA;954355918;;;;SERVICIOS A EMPRESAS;;;;;
CALZADO MAMI - SEVILLA;CISNE ALTO, 3;41008;SEVILLA;SEVILLA;954435427;;;;CALZADODESEÑORAYCABALLERO:ESTABLECIMIENTOS;;;;;
CANDIDO BAQUERO RIVAS - SEVILLA;CISNE ALTO, 4;41008;SEVILLA;SEVILLA;954357946;;;;CARNICERIAS;;;;;
FRUTAS JARO'S - SEVILLA;CIUDAD DE MONTILLA, 3;41008;SEVILLA;SEVILLA;954316215;;;;FRUTERIAS;;;;;
ENRIQUETA NAVAS TRONCOSO - SEVILLA;CIUDAD DE MONTILLA, 4-6;41008;SEVILLA;SEVILLA;954413004;;;;ALIMENTACION:ESTABLECIMIENTOS;;;;;
PAPELERIA SAN CARLOS - SEVILLA;CIUDAD DE MONTILLA, 6 (LOCAL 2;41008;SEVILLA;SEVILLA;954062219;;;;PAPELERIA:ESTABLECIMIENTOS;;;;;
SEVILLA CAMACHO JUAN CARLOS;COMANDANTE M. LEON, 5                                                           ;41008;SEVILLA;SEVILLA; 954355206;;imsasevilla@hotmail.com;;;;;;;
PINTURASFERNANDEZ-SEVILLA;COMUNIDAD ANDALUZA, 1;41008;SEVILLA;SEVILLA;657469036;;ppinturasfernandez@hotmail.com;;CARPINTERIA METALICA;;;;;
MANUEL CABALLERO FARFAN - SEVILLA;COMUNIDAD ANDALUZA, 11;41008;SEVILLA;SEVILLA;955785813;;;;ARTESANIA;;;;;
MANUEL RODRIGUEZ PALACIOS - SEVILLA;COMUNIDAD ANDALUZA, 13;41008;SEVILLA;SEVILLA;954955505;;;;FRUTOSSECOS:FABRICANTESYMAYORISTAS;;;;;
