Empresa;DirecciÃ³n;CP;Ciudad;Provincia;TelÃ©fono;MÃ³vil;Email;Web;Sector;N. Empleados;Administrador;P.Contacto;CIF;Comentario
PELUQUERIA JOSE MANUEL - SEVILLA;AFÁN DE RIBERA, 143;41006;SEVILLA;SEVILLA;954925709;;;;PELUQUERIASDECABALLEROS;;;;;
SANTANDER - SEVILLA;AFÁN DE RIBERA, 144;41006;SEVILLA;SEVILLA;954642663;;;www.bancosantander.es;BANCOS;;;;;
LA ACADEMIA;AFAN DE RIBERA, 150;41006;SEVILLA;SEVILLA;954634766;954634790;academiace@tpi.infomail.es;;;;;;;
HERDISE-SEVILLA;AFÁN DE RIBERA, 150;41006;SEVILLA;SEVILLA;954661709;;;;ALIMENTACIÓN;;;;;
RAFAEL DELGADO RODRIGUEZ - SEVILLA;AFÁN DE RIBERA, 162;41006;SEVILLA;SEVILLA;954631730;;;;ELECTRICIDAD:ESTABLECIMIENTOS;;;;;
PSM-SEVILLA;AFÁN DE RIBERA, 168;41006;SEVILLA;SEVILLA;954932671;;;;AGENCIA INMOBILIARIA;;;;;
PALACIO DE LA CARNE - SEVILLA;AFÁN DE RIBERA, 169;41006;SEVILLA;SEVILLA;954932103;;;;CARNICERIAS;;;;;
GUOBIN LIN - SEVILLA;AFÁN DE RIBERA, 171;41006;SEVILLA;SEVILLA;954634520;;;;BAZARES;;;;;
SOCIEDADDEGESTIONINMOILIARIALACLAVESL-SEVILLA;AFÁN DE RIBERA, 176;41006;SEVILLA;SEVILLA;954642708;;;;INMOBILIARIAS;;;;;
MONISSIMA - SEVILLA;AFÁN DE RIBERA, 181;41006;SEVILLA;SEVILLA;954659558;;monissima181@hotmail.com;;TIENDASDEROPADESEÑORA;;;;;
SERVITEL - SEVILLA;AFÁN DE RIBERA, 182;41006;SEVILLA;SEVILLA;954663289;;;;TELEFONIAMOVIL;;;;;
CALZADOS NICO - SEVILLA;AFÁN DE RIBERA, 195;41006;SEVILLA;SEVILLA;954633462;;;;CALZADODESEÑORAYCABALLERO:ESTABLECIMIENTOS;;;;;
ASOCIACION DE MUJERES INMIGRANTES MARROQUIES - SEVILLA;AFAN DE RIBERA, 201;41006;SEVILLA;SEVILLA;954903062;;amal-andaluza@terra.es;;;;;;;
ANTONIA GINES BLANCO - SEVILLA;AFÁN DE RIBERA, 214;41006;SEVILLA;SEVILLA;954642452;;;;CARNICERIAS;;;;;
SANCHEZ PALOMO HIJOS S.L. - SEVILLA;AFÁN DE RIBERA, 24;41006;SEVILLA;SEVILLA;954639815;;;;RELOJERIAS;;;;;
LOAN - SEVILLA;AFÁN DE RIBERA, 245;41006;SEVILLA;SEVILLA;954654788;;;;PAPELERIA:ESTABLECIMIENTOS;;;;;
CARPINTERIADEALUMINIOTRESS.L.-SEVILLA;AFÁN DE RIBERA, 251;41006;SEVILLA;SEVILLA;954652356;;;;CARPINTERIA METALICA;;;;;
LUIS MARTIN FERNANDEZ SEPULVEDA - SEVILLA;AFÁN DE RIBERA, 26;41006;SEVILLA;SEVILLA;954634054;;;;LOCUTORIOSTELEFONICOS;;;;;
PAPERSUR PAPELERIA - IMPRENTA - SEVILLA;AFÁN DE RIBERA, 27;41006;SEVILLA;SEVILLA;954920062;;info@papersur.es;www.papersur.es;PAPELERIA:ESTABLECIMIENTOS;;;;;
MACRON-SEVILLA;AFÁN DE RIBERA, 33;41006;SEVILLA;SEVILLA;954659758;;;www.ogmiosgolf.com;SERIGRAFIAS ;;;;;
ADELA ATALAVA CUENLLAS - SEVILLA;AFÁN DE RIBERA, 36;41006;SEVILLA;SEVILLA;954656039;;;;CARNICERIAS;;;;;
ESPARTA FACTORIA DE PROTECCION - SEVILLA;AFÁN DE RIBERA, 45;41006;SEVILLA;SEVILLA;651424852;;sevilla@factoriadeproteccion.com;www.factoriadeproteccion.com;TIENDASDEROPADETRABAJO;;;;;
HERME ORTIZ - SEVILLA;AFÁN DE RIBERA, 50;41006;SEVILLA;SEVILLA;902223212;;enro@hermeortiz.com;www.hermeortiz.com;PESCADOS:MAYORISTAS;;;;;
LOSVENTANALES-SEVILLA;AFÁN DE RIBERA, 67;41006;SEVILLA;SEVILLA;954659981;;;;TELECOMUNICACIONES;;;;;
TINTORERIA SUR - SEVILLA;AFÁN DE RIBERA, 70;41006;SEVILLA;SEVILLA;954642374;;;;TINTORERIASDOMESTICAS;;;;;
COLCHONERIA CONFOR AVENIDA - SEVILLA;AFÁN DE RIBERA, 72;41006;SEVILLA;SEVILLA;954659892;;;;COLCHONERIAS;;;;;
DESVANDELDUENDE-SEVILLA;AFÁN DE RIBERA, 74;41006;SEVILLA;SEVILLA;954634424;;;;DECORACION;;;;;
EUROPEADEFINANCIACIONESYSEGUROSDILAPUGLIAS.L.;AFÁN DE RIBERA, 74 - C;41006;SEVILLA;SEVILLA;954654356;;;;ASEGURADORAS;;;;;
CENTRO OPTICO CERRO VISION - SEVILLA;AFÁN DE RIBERA, 79;41006;SEVILLA;SEVILLA;954924038;;cerrovision@hotmail.com;;OPTICAS;;;;;
ORANGE-SEVILLA;AFÁN DE RIBERA, 80;41006;SEVILLA;SEVILLA;954922465;;;;TELECOMUNICACIONES;;;;;
FEDERICO PENCO NARANJO - SEVILLA;AFÁN DE RIBERA, 81;41006;SEVILLA;SEVILLA;954636995;;;;AUTOMOVILESRECAMBIOSYACCESORIOS:ESTABLECIMIENTOS;;;;;
ICEPSOCIEDADCOOPERATIVAANDALUZA-SEVILLA;AFÁN DE RIBERA, 8-10;41006;SEVILLA;SEVILLA;954635051;;pepafernandez@icepdigital.com;;SERVICIOS A EMPRESAS;;;;;
NATUR HOUSE - SEVILLA;AFÁN DE RIBERA, 85;41006;SEVILLA;SEVILLA;954657428;;;;HERBOLARIOS;;;;;
ZAPATERIA HUMAREDA - SEVILLA;AFÁN DE RIBERA, 93-95;41006;SEVILLA;SEVILLA;954924160;;;;CALZADODESEÑORAYCABALLERO:ESTABLECIMIENTOS;;;;;
DANIELGUERREROJIMENEZ-SEVILLA;ÁGUILA MARINA, 4;41006;SEVILLA;SEVILLA;954638728;;;;SERVICIOS A EMPRESAS;;;;;
KREAMOS PUBLICIDAD - SEVILLA;ÁGUILA REAL, 2;41006;SEVILLA;SEVILLA;637703630;;kreamospublicidad@gmail.com;www.kreamospublicidad.com;DISEÑODEPAGINASWEB;;;;;
PUBLIIDEA-SEVILLA;ALÁJAR, S/N;41006;SEVILLA;SEVILLA;622231965;;publiidealaboral@hotmail.com;;GRAFICAS;;;;;
VALLE IMPRESORES S.L.;ALMUNECAR, 23                                                                   ;41006;SEVILLA;SEVILLA; 954672814;;valleimpresores@telefonica.net;;;;;;;
MUEBLES GALAN S.L. - SEVILLA;ALMUÑÉCAR, 24;41006;SEVILLA;SEVILLA;954255000;;comercial@mueblesgalan.com;www.mueblesgalan.com;MUEBLES:ESTABLECIMIENTOS;;;;;
ASOCIACION PARROQUIAL RECREATIVA BLANCA PALOMA DE LA TERCERA EDAD - SEVILLA;ALONDRA, S/N;41006;SEVILLA;SEVILLA;954635113;;;;ASOCIACIONESSOCIOCULTURALES;;;;;
INTERLIMPIEZA COL S.L.;ALVAREZ BENAVIDEZ, 26;41006;SEVILLA;SEVILLA;954655250;;interlimpiezacolsl@hotmail.com;;;;;;;
DSH COMPUTER - SEVILLA;AMOR, 24;41006;SEVILLA;SEVILLA;651922951;;cristobal@dshcomputer.com;www.dshcomputer.es;INFORMATICA:SERVICIOINTEGRAL;;;;;
ADPISCINAS - SEVILLA;AMOR, 4;41006;SEVILLA;SEVILLA;605516528;;info@adpiscinas.com;www.adpiscinas.com;PISCINAS:CONSTRUCCIONYMANTENIMIENTO;;;;;
JOSE G. GIRALDEZ RINCON - SEVILLA;AMOR, 40;41006;SEVILLA;SEVILLA;954517003;;;;ELECTRICISTAS;;;;;
ANTONIO ENRIQUE KIERNAN BERENGUER - SEVILLA;AMOR, 5;41006;SEVILLA;SEVILLA;954510938;;rakiernan@hotmail.com;;ANTIGUEDADES;;;;;
INFOTRANS 1902 S.L.;ANDALUCIA AMARGA (P I NAVISA), 15                                               ;41006;SEVILLA;SEVILLA; 954654466;;inan1@telefonica.net;;INFORMATICA/TELEFONIA;;;;;
COCINAS & BRICOLAGE LOGUE - SEVILLA;ANDALUCÍA AMARGA (POL. IND. NAVISA), 1;41006;SEVILLA;SEVILLA;954925740;;cocinaslogue@hotmail.com;;MUEBLESDECOCINA:ESTABLECIMIENTOS;;;;;
PUERTAS ANZONA;ANDALUCIA AMARGA (POL. IND. NAVISA), 19;41006;SEVILLA;SEVILLA;954658460;;puertasanzona@terra.es;;CONSTRUCCION;;;;;
SANZ COCINAS - SEVILLA;ANDALUCÍA AMARGA (POL. IND. NAVISA), 37;41006;SEVILLA;SEVILLA;954634455;;;;MUEBLESDECOCINA:ESTABLECIMIENTOS;;;;;
PROAZIMUT-SEVILLA;ANDALUCÍA AMARGA (POL. IND. NAVISA), 47;41006;SEVILLA;SEVILLA;954934778;;;;SERVICIOS A EMPRESAS;;;;;
LOGISTICAYDESARROLLOACTUALS.L.-SEVILLA;ANDALUCÍA AMARGA (POL. IND. NAVISA), 63;41006;SEVILLA;SEVILLA;954644252;;;;INMOBILIARIAS;;;;;
DETECCIONESYFONTANERIAS.L.-SEVILLA;ANDALUCÍA AMARGA (POL. IND. NAVISA), NAVE 3;41006;SEVILLA;SEVILLA;954933580;;;;SERVICIOS A EMPRESAS;;;;;
RICARDO SAMANIEGO DIAZ - SEVILLA;ANÍBAL GONZÁLEZ, 56;41006;SEVILLA;SEVILLA;954658877;;;;CARNICERIAS;;;;;
LOPEZ-SEQUERA PROYECTOS Y OBRAS - SEVILLA;ANÍBAL GONZÁLEZ, 59;41006;SEVILLA;SEVILLA;954631093;;;;REFORMASENGENERAL;;;;;
ASOC DE EMPRESAS DE INSERCION DE ANDALUCIA - SEVILLA;ANIBAL GONZALEZ, 7;41006;SEVILLA;SEVILLA;954933986;;info@eida.com;www.eida.com;;;;;;
JOSEFA DURAN ANGELES - SEVILLA;ANTÓN RUIZ, 3;41006;SEVILLA;SEVILLA;954922215;;;;FERRETERIAS;;;;;
CASA FELIPE - SEVILLA;ANTONIO NEBRIJA, 6;41005;SEVILLA;SEVILLA;954637296;;;;ALIMENTACION:ESTABLECIMIENTOS;;;;;
PEÑACULTURALYDEPORTIVAUNIFICADABETISSEVIL-SEVILLA;ARAGÓN, 18;41006;SEVILLA;SEVILLA;954925324;;;;ASOCIACIONES DEPORTIVAS;;;;;
EUROCHECA DEL SUR - SEVILLA;ARAGÓN, 39;41006;SEVILLA;SEVILLA;954661621;;;;INFORMATICA:SERVICIOINTEGRAL;;;;;
CASTILLOCARMONA-SEVILLA;ARAGÓN, 46;41006;SEVILLA;SEVILLA;954656031;;;;CARPINTERIA METALICA;;;;;
FUNDACION SEVILLA ACOGE - SEVILLA;ARAGON, 5;41006;SEVILLA;SEVILLA;954908138;;info@sevillaacoge.org;www.sevillaacoge.org;;;;;;
GAFINCOASESORESS.A.-SEVILLA;ARAGÓN, 68;41006;SEVILLA;SEVILLA;954654418;;;;SERVICIOS A EMPRESAS;;;;;
ELECTRINDELS.L.-SEVILLA;ARAGÓN, 79;41006;SEVILLA;SEVILLA;954640309;;;;ELECTRICISTAS;;;;;
TRAJES DE FLAMENCA MARINA PEREZ ENRIQUEZ - SEVILLA;ARAGÓN, 85;41006;SEVILLA;SEVILLA;617870219;;marinaflamenca@hotmail.com;www.marinaflamenca.com;TRAJESDEGITANA;;;;;
JOSE ANTONIO AMORES MARQUEZ;ARENAL, 3                                                                       ;41005;SEVILLA;SEVILLA; 954582411;;jaamores@economistas.org;;;;;;;
PEYMI;ARLANZON, 3;41005;SEVILLA;SEVILLA;954650550;;peymi@tpi.infomail.es;;;;;;;
HORNO MORALUCES S.L. - SEVILLA;ARZOBISPO DON NUÑO, 17;41006;SEVILLA;SEVILLA;954642577;;;;PANADERIAS;;;;;
EUROGATES SERVICIOS LOGISTICOS;AUT. A-92, KM. 0. EDIFICIO ADMINISTRACION.;41006;SEVILLA;SEVILLA;954999282;954999123;eurogate@eurogates.com;www.eurogates.com;INFORMATICA/TELEFONIA;;;;;
TRANSMORSE-SEVILLA;AUTOVÍA SEVILLA - MÁLAGA, C.T.M. DE SEVILLA (EDIF. ADMÓN. - 1ª PUERTA);41006;SEVILLA;SEVILLA;607500605;;info@transmorse.net;;SERVICIOS INDUSTRIALES;;;;;
FEBRU, S.A.;AV CRUZ DEL CAMPO 7;41005;SEVILLA;SEVILLA;954573507;954582530;febru@tpi.infomail.es;www.febru.com;MAYORISTA DE ARTÍCULOS FOTOGRÁFICOS ;;;;;
FEBRU, S.A.;AV CRUZ DEL CAMPO 7;41005;SEVILLA;SEVILLA;954573507;954582530;febru@tpi.infomail.es;www.febru.com;;;;;;
SEVILLA FUTBOL CLUB, S.A.D.;AV EDUARDO DATO  S-N ESTADIO SANCHEZ PIJUAN;41005;SEVILLA;SEVILLA;954535353;954536061;;;CONSTRUCCIONES NAVALES Y FLUVIALES;;;;;
OFITEL OFIMATICA Y TELECOMUNICACIONES, S.L.;AV HEROES DE TOLEDO POLIGONO HYTASA 15;41006;SEVILLA;SEVILLA;954636007;954663902;;;FABRICACIÓN DE MOBILIARIO DE OFICINA;;;;;
UNO POR UNO;AV INDUSTRIA (P I CTRA AMARILLA), 15                                            ;41006;SEVILLA;SEVILLA; 954097695;;unoxuno@unoxuno.com;www.unoxuno.com;;;;;;
ALFA SERVICE SPAIN S.L.;AV SAN FCO JAVIER, 13                                                           ;41005;SEVILLA;SEVILLA; 954656225;;e-mailälfaservice@as-editores.es;;;;;;;
CLECER S.A.;AV SAN FCO JAVIER, 21                                                           ;41005;SEVILLA;SEVILLA; 954920617;;mmr-dragados-andaluc@dragados.com;;;;;;;
