Empresa;Direcci√≥n;CP;Ciudad;Provincia;Tel√©fono;M√≥vil;Email;Web;Sector;N. Empleados;Administrador;P.Contacto;CIF;Comentario
DASDEFENSADELAUTOMOVILISTAYDESINIESTROSINTERNACIONALS.A.;AV. SAN FRANCISCO JAVIER, 19-BIS;41005;SEVILLA;SEVILLA;954662311;;;;ASEGURADORAS;;;;;
KOIPESOL SEMILLAS S.A. - SEVILLA;AV. SAN FRANCISCO JAVIER, 27;41005;SEVILLA;SEVILLA;954654662;;;;SILOS:FABRICACION;;;;;
VIAJES ECUADOR - SEVILLA;AV. SAN FRANCISCO JAVIER, 29;41005;SEVILLA;SEVILLA;954631206;;sevillaj@viajesecuador.net;www.viajesecuador.com;AGENCIAS DE VIAJES ;;;;;
VIAJES ECUADOR;AV. SAN FRANCISCO JAVIER, 29;41005;SEVILLA;SEVILLA;954631206;;sevillaj@viajesecuador.net;www.viajesecuador.com;TURISMO;;;;;
VIAJES RHODASOL S.A. - SEVILLA;AV. SAN FRANCISCO JAVIER, 5;41005;SEVILLA;SEVILLA;954637419;;;;AGENCIAS DE VIAJES ;;;;;
CENTROOPTICOSANFRANCISCOJAVIER-SEVILLA;AV. SAN FRANCISCO JAVIER, 7;41005;SEVILLA;SEVILLA;954662004;;cosfcoj@supercable.es;;BOUTIQUES;;;;;
CODEXSA - SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954926447;;codexsa@codexsa.com;www.codexsa.com;CONSTRUCCIONYPROMOCION:CONTROLDEOBRASYPROYECTOS;;;;;
IMBRICEARQUITECTOS,S.L.-SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954095920;;windiberica@windiberica.net;;INMOBILIARIAS;;;;;
COLEGIODEOPTICOSDELEGACIONREG.DEANDALUCIA-SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954632629;;;;JOYERIAS ;;;;;
D.C.D.S.CV.-SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954630312;;;;SERVICIOS A EMPRESAS;;;;;
ROMERO ALVAREZ S.A. - SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954650461;;administracion@romeroalvarez.com;;ALIMENTACION;;;;;
FEDER - FEDERACION ESPA—OLA DE ENFERMEDADES RARAS - SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954989892;;andalucia@enfermedades-raras.org;www.enfermedades-raras.org;;;;;;
ASOCIACION AGRARIA DE JOVENES AGRICULTORES - SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954651711;;asajasev@arrakis.es;;;;;;;
ANDENI - SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954643694;;ekai@andeni-andalucia.org;www.andeni.es;;;;;;
FEDER - FEDERACION ESPA—OLA DE ENFERMEDADES RARAS - SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;902181725;;info@emfermedades-raras.org;www.emfermedades-raras.org;;;;;;
PELAEZ RUIZ ABOGADOS - SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954659209;;info@pelaezruizabogados.es;www.pelaezruizabogados.es;SERV. JURIDICOS;;;;;
SEVILLA 2000 - SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954096256;;info@sevilla-2000.com;www.sevilla-2000.com;INMOBILIARIA;;;;;
VILAMAR - SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954900022;;informacion@vilamar.com;www.vilamar.com;INMOBILIARIA;;;;;
CAPITOLIO - SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954652861;;inmocapitolio@supercables.es;;INMOBILIARIA;;;;;
RICCA NEGOCIOS INMOBILIARIOS - SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954632358;;jlricca@terra.es;www.ricca.es;INMOBILIARIA;;;;;
OPRACOL SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954637008;;opracol@opracolsev.com;www.opracol.com;ALIMENTACION;;;;;
TECNYMON - SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954640944;;tecnymon2@ozu.es;;INMOBILIARIA;;;;;
IMBRICE ARQUITECTOS,S.L. - SEVILLA;AV. SAN FRANCISCO JAVIER, 9;41005;SEVILLA;SEVILLA;954095920;;windiberica@windiberica.net;;INMOBILIARIA;;;;;
VISOSER - SEVILLA;AV. SAN FRANCISCO JAVIER, 9 - PLANTA 2;41005;SEVILLA;SEVILLA;954925705;;virobles@navegalia.com;;INMOBILIARIA;;;;;
PILARMARTINPEREZ-SEVILLA;AV. SAN FRANCISCO JAVIER, 9 EDIF 2;41005;SEVILLA;SEVILLA;954657653;;;;INMOBILIARIAS;;;;;
DALKIA;AV. SAN FRANCISCO JAVIER, 9I;41005;SEVILLA;SEVILLA;954582160;;sevilla@dalkia.es;www.dalkia.com;CONSTRUCCION;;;;;
MPSC;AV. SAN FRANCISCO JAVIER, 9MODULO23;41005;SEVILLA;SEVILLA;954654573;;;;ASEGURADORAS;;;;;
JORGE AGUADO DE LOS REYES - SEVILLA;AV. SAN FRANCISCO JAVIER, PLT 4;41005;SEVILLA;SEVILLA;954933676;;info@bufeteaguilarromero.com;www.bufeteaguilarromero.com;SERV. JURIDICOS;;;;;
AGUILERAELECTRONICA-SEVILLA;AV. SAN FRANCISCO JAVIER, S/N;41005;SEVILLA;SEVILLA;954656588;;;www.grupocontinental.es;BOUTIQUES;;;;;
COMPA—IAGENERALDESONDEOSS.A.-SEVILLA;AV. SAN FRANCISCO JAVIER, S/N;41005;SEVILLA;SEVILLA;954641008;;cgs.sur@cgsondeos.com;;SERVICIOS A EMPRESAS;;;;;
HUSQVARNACONSTRUCTIONPRODUCTSESPA—AS.A.-SEVILLA;AV. SAN FRANCISCO JAVIER, S/N;41005;SEVILLA;SEVILLA;954646266;;;;MAQUINARIA PARA CONSTRUCCION;;;;;
E.U. DE ESTUDIOS EMPRESARIALES;AV. SAN FRANCISCO JAVIER, S/N;41005;SEVILLA;SEVILLA;954551604;;secemp@usrec.us.es;;;;;;;
HEREDEROS DE MADRIGAL, S.L.;AV.DE DIEGO MARTINEZ BARRIOS, 4EDIFICIO VIAPO;41005;SEVILLA;SEVILLA;954533321;954541264;j.gonzalez@herederosmadrigal.com;www.herederosmadrigal.com;;;;;;
VIAJES FUENTES, S.L.;AVDA ALCALDE JUAN FDEZ, 5 ACC;41005;SEVILLA;SEVILLA;954634949;;viajesfuentes@infonegocio.com;;AGENCIA DE VIAJES;;;;;
DENTALSUR S.C  ;AVDA ALCALDE JUAN FERNANDEZ, 17;41005;SEVILLA;SEVILLA;954923058;;dentalsur@supercable.es;;SALUD;;;;;
VIAJES FUENTES S.L.;AVDA ALCALDE JUAN FERNANDEZ, 2;41005;SEVILLA;SEVILLA;954636622;;viajesfuentes@infonegocio.com;;TURISMO;;;;;
FERRIMOVIL S.A.  ;AVDA ANDALUCIA, 18;41005;SEVILLA;SEVILLA;954577617;;vnlosarcos@ferrimovil.teai.es;;AUTOMOVIL;;;;;
AISLAMIENTO E INSTALACIONES MODULARES DEL SUR S.L.;AVDA ANDALUCIA, 20;41005;SEVILLA;SEVILLA;954576752;;decopladur@aims-sl.com;;;;;;;
TWIN BOXES SEVILLA S.A.;AVDA ANDALUCIA, 20;41005;SEVILLA;SEVILLA;954582528;;twboxes.sevilla@tiscali.es;;AUTOMOVIL;;;;;
ARIRARQUITECTURAINTERIORS.L.;AVDA ANDALUCIA, 4;41005;SEVILLA;SEVILLA;954980155;;arirsevilla@infonegocio.com;;MUEBLES MINORISTAS;;;;;
ARIR ARQUITECTURA INTERIOR S.L.;AVDA ANDALUCIA, 4;41005;SEVILLA;SEVILLA;954980086;;arirsevilla@infonegocio.com;;;;;;;
O2 CENTRO WELLNESS S.L.  ;AVDA CIUDAD JARDIN (LA), S/N;41005;SEVILLA;SEVILLA;954920403;;info@piscinassevilla.com;;SALUD;;;;;
HERVAS JABEGA NURIA;AVDA CRUZ DEL CAMPO (LA), 10;41005;SEVILLA;SEVILLA;34954572926;;info@psicosistem.com;;SALUD;;;;;
JIMENEZ-ESPADAFOR AGUILAR FERNANDO;AVDA CRUZ DEL CAMPO (LA), 23;41005;SEVILLA;SEVILLA;954580927;;espadafor-cb@ctv.es;;AUTOMOVIL;;;;;
NORIEGA AGIM S.L.;AVDA CRUZ DEL CAMPO (LA), 3;41005;SEVILLA;SEVILLA;954980250;;century21abncerro@telefonica.net;;INMOBILIARIA;;;;;
POSTVENTA DIGITAL SERVICIO 10 S.L.  ;AVDA CRUZ DEL CAMPO (LA), 4;41005;SEVILLA;SEVILLA;954980358;;diego.ortega@stc.es;;;;;;;
BAJO EL MAR ESCUELA DE BUCEO S.L.L.  ;AVDA CRUZ DEL CAMPO (LA), 43;41005;SEVILLA;SEVILLA;954571818;;comercial@bajoelmar.org;www.bajoelmar.org;;;;;;
DENTIMAGEN S.L.  ;AVDA EDUARDO DATO, 24;41005;SEVILLA;SEVILLA;34954661185;;dentimagen@infomed.es;;SALUD;;;;;
BOMBAGONZALEZMANUEL;AVDA EDUARDO DATO, 44;41005;SEVILLA;SEVILLA;954641090;;womwac@terra.es;www.alquieleres-sevilla.com;PROMOTORES CONSTRUCTORES;;;;;
WOMWA CASA S.L.  ;AVDA EDUARDO DATO, 44;41005;SEVILLA;SEVILLA;954641090;;womwac@terra.es;www.alquieleres-sevilla.com;INMOBILIARIA;;;;;
EDUARDO DATO 69 S.L.  ;AVDA EDUARDO DATO, 69;41005;SEVILLA;SEVILLA;954989080;;galia@sinix.net;;INMOBILIARIA;;;;;
SILVA VALDES Y LORITE ABOGADOS S.CV.  ;AVDA EDUARDO DATO, 69;41005;SEVILLA;SEVILLA;954500621;;silvavaldes@infonegocio.com;;SERV. JURIDICOS;;;;;
ACCOR HOTELES ESPA—A S.A.;AVDA EDUARDO DATO, 71;41005;SEVILLA;SEVILLA;954558200;954534233;h3210@accor.com;;;;;;;
PROALBERMANS.L.;AVDA EDUARDO DATO, 85;41005;SEVILLA;SEVILLA;954635482;;menchen@cassainmobiliaria.com;;INGENIERÕA CENTROS DE ESTUDIOS INDUSTRIA ;;;;;
PROALBERMAN S.L.  ;AVDA EDUARDO DATO, 85;41005;SEVILLA;SEVILLA;954635482;;menchen@cassainmobiliaria.com;;INMOBILIARIA;;;;;
VIAGUADO S. A.;AVDA RAMON Y CAJAL, 5;41005;SEVILLA;SEVILLA;954644500;;viaguado@infonegocio.com;;;;;;;
ESPERANZA DE NUESTRA TIERRA  ;AVDA RAMON Y CAJAL, S/N;41005;SEVILLA;SEVILLA;954648897;;esperanzadenuestratierra@hotmail.com;;;;;;;
BETICA DE CONGRESOS S. A.;AVDA SAN FRANCISCO JAVIER, 1;41005;SEVILLA;SEVILLA;954644164;;info@azpe.es;;;;;;;
INFOVIDEO GRUPO RISQ S.C.;AVDA SAN FRANCISCO JAVIER, 1;41005;SEVILLA;SEVILLA;954920660;;infovideo@infovideo.net;;;;;;;
VIAJES PLATON S.L.  ;AVDA SAN FRANCISCO JAVIER, 1;41005;SEVILLA;SEVILLA;954656600;;platon@supercable.es;;TURISMO;;;;;
BANCOPOPULARESPA—OLS.A.;AVDA SAN FRANCISCO JAVIER, 15;41005;SEVILLA;SEVILLA;954924966;;00751075@bancopopular.es;;BANCOS;;;;;
INSTITUTOMATOANSORENASANCHEZ;AVDA SAN FRANCISCO JAVIER, 19;41005;SEVILLA;SEVILLA;954636691;;ms@mato-ansorena.com;www.mato-ansorena.com;INSTITUTOS DE BELLEZA;;;;;
JM MELENDEZ ARQUITECTOS S.L.;AVDA SAN FRANCISCO JAVIER, 19;41005;SEVILLA;SEVILLA;954633213;;jmmelendez@teleline.es;;INMOBILIARIA;;;;;
INSTITUTO MATO ANSORENA SANCHEZ  ;AVDA SAN FRANCISCO JAVIER, 19;41005;SEVILLA;SEVILLA;954636691;;ms@mato-ansorena.com;www.mato-ansorena.com;;;;;;
GESINAR SERVICIOS INMOBILIARIOS S.L.U.  ;AVDA SAN FRANCISCO JAVIER, 19;41005;SEVILLA;SEVILLA;954645991;;sevilla@gesinar.com;www.gesinar.com;INMOBILIARIA;;;;;
HALCON VIAJES, S.A.;AVDA SAN FRANCISCO JAVIER, 22;41005;SEVILLA;SEVILLA;954926245;;halcon065@halcon-viajes.es;;TURISMO;;;;;
CLARO PACK S. A.  ;AVDA SAN FRANCISCO JAVIER, 5;41005;SEVILLA;SEVILLA;954655270;;sevilla@clarosol.es;www.clarosol.es;;;;;;
CASTRO OCHOA NURIA DE;AVDA SAN FRANCISCO JAVIER, 7;41005;SEVILLA;SEVILLA;954662004;;cosfcoj@supercable.es;;SALUD;;;;;
FENIX BUSINESS S.L.  ;AVDA SAN FRANCISCO JAVIER, S/N;41005;SEVILLA;SEVILLA;954920063;;arquitectura@fenixbusiness.com;www.fenixbusiness.com;INMOBILIARIA;;;;;
UTISA TABLEROS DEL MEDITERRANEO S.L.  ;AVDA SAN FRANCISCO JAVIER, S/N;41005;SEVILLA;SEVILLA;954647358;;dsevilla@utisa.es;;CONSTRUCCION;;;;;
GIL CORONADO MANUEL JESUS;AVDA SAN FRANCISCO JAVIER, S/N;41005;SEVILLA;SEVILLA;954661561;;gilaboga@infonegocio.com;;SERV. JURIDICOS;;;;;
SERVICIOS INTEGRALES DE PREVENCION S.L;AVDA. E. DATO,†28                                                               ;41005;SEVILLA;SEVILLA;†954925097;;sipre@wanadoo.es;;;;;;;
VIAJES GUADALQUIVIR;AVDA. EDUARDO DATO, 36;41005;SEVILLA;SEVILLA;954641050;954640105;ovac-guadalquivir@sistelnet.es;www.sistelnet.es/ovac;TURISMO;;;;;
CLUB OVAC;AVDA. EDUARDP DATO, 36;41005;SEVILLA;SEVILLA;954925588;954925857;ovac@grisq.es;;TURISMO;;;;;
CRUZ & CRUZ DE ANDRES;AVDA. LUIS MONTATO, 130 C, 1∫;41005;SEVILLA;SEVILLA;954572020;954571801;cruzycruz@stl.logiccontrol.es;;;;;;;
VIAJES MARSANS, S.A.;AVDA. RAMON Y CAJAL, 18;41005;SEVILLA;SEVILLA;954643436;;331@marsans.es;;TURISMO;;;;;
PEYMARMAC;AVDA. RAMON Y CAJAL, 54, CASA;41005;SEVILLA;SEVILLA;955046076;955046078;peymarmac@peymarmac.com;;INFORMATICA/TELEFONIA;;;;;
VISA-SUR, S.A.;AVDA. SAN FRANCISCO JAVIER, 13;41005;SEVILLA;SEVILLA;954631155;954631155;visa_sfjavier@airtel.net;;INFORMATICA/TELEFONIA;;;;;
VISA-SUR, S.A.;AVDA. SAN FRANCISCO JAVIER, 13;41005;SEVILLA;SEVILLA;954631155;954631155;visasurconstrucciones@visasur.com;;INFORMATICA/TELEFONIA;;;;;
AZD ALMA-ZEN;AVENIDA ANDALUCIA, 14;41005;SEVILLA;SEVILLA;954576460;;azd@alma-zen.es;www.azd.es;;;;;;
AZDALMA-ZEN-SEVILLA;AVENIDA ANDALUCÕA, 14;41005;SEVILLA;SEVILLA;954576460;;azd@alma-zen.es;www.azd.es;DECORACION;;;;;
SERVICIOT…CNICOYSUMINISTROSGRANPLAZAS.L.-SEVILLA;AVENIDA CIUDAD JARDÕN, 7;41005;SEVILLA;SEVILLA;954920833;;;;AIRE ACONDICIONADO;;;;;
SAINTGERMAIN-SEVILLA;AVENIDA CIUDAD JARDÕN, 87 - 1.∞ B;41005;SEVILLA;SEVILLA;954703398;;uedsg@hotmail.com;;TERCERA EDAD ;;;;;
ESPADAFOR-SEVILLA;AVENIDA CRUZ CAMPO, 23;41005;SEVILLA;SEVILLA;954573815;;espadafor.cb@ctv.es;;CONCESIONARIOS DE COCHES;;;;;
BULFINCA S.C.;AVENIDA CRUZ DEL CAMPO 45 1∞A;41005;SEVILLA;SEVILLA;954575250;;bulfinca@bulfinca.com;www.bulfinca.com;INMOBILIARIA;;;;;
CLÕNICAMALLEN-SEVILLA;AVENIDA CRUZ DEL CAMPO, 38;41005;SEVILLA;SEVILLA;954642729;;info@clinica-mallen.com;www.clinica-mallen.com;CIRUGIA ESTETICA;;;;;
