Empresa;DirecciÃ³n;CP;Ciudad;Provincia;TelÃ©fono;MÃ³vil;Email;Web;Sector;N. Empleados;Administrador;P.Contacto;CIF;Comentario
MARISCOS DICA, S.L.;AV HISPANOAMERICA 14 FRIGORIFICOS CRUSTAMAR;21001;HUELVA;HUELVA;959245672;959245672;diez@arrakis.es;;DISTRIBUCIÓN DE PETRÓLEO Y DERIVADOS;;;;;
MARISCOS DICA, S.L.;AV HISPANOAMERICA 14 FRIGORIFICOS CRUSTAMAR;21001;HUELVA;HUELVA;959245672;959245672;diez@arrakis.es;;ALIMENTACION;;;;;
FRESCOS Y CONGELADOS DE HUELVA, S.A.;AV MEXICO 27 Y;21001;HUELVA;HUELVA;959262300;959263321;;;MAYORISTA DE PESCADOS Y MARISCOS ;;;;;
BAYO CARO, M. - HUELVA;AV. ADORATRICES, 14;21004;HUELVA;HUELVA;959280451;;;;ELECTRODOMESTICOS;;;;;
ARIAS & BUSTAMANTE - HUELVA;AV. ADORATRICES, 55;21004;HUELVA;HUELVA;610418909;;;;TELECOMUNICACIONES;;;;;
MORENO ALMUEDO CRISTOBAL - COCINAS - HUELVA;AV. ADORATRICES, 61;21004;HUELVA;HUELVA;959251135;;tecnisurcocinas@tecnisurcocinas.e.telefonica.net;;ELECTRODOMESTICOS;;;;;
DROGUERIA, FERRETERIA HUERTO PACO - HUELVA;AV. ADORATRICES, 64;21004;HUELVA;HUELVA;959255031;;;;FERRETERIAS;;;;;
JULIO QUEVEDO ALONSO - HUELVA;AV. ADORATRICES, 73;21004;HUELVA;HUELVA;959281997;;;;ESTOMATOLOGOS;;;;;
RIEGOS HUELVA - HUELVA;AV. ALEMANIA, 114;21002;HUELVA;HUELVA;959241776;;riegos-huelva@aquaverd.com;www.riegos-huelva.com;INFORMATICA/TELEFONIA;;;;;
JULYPOOL S.L. - HUELVA;AV. ALEMANIA, 124;21002;HUELVA;HUELVA;959250173;;info@julipool.com;;ALIMENTACION;;;;;
AUTOESCUELA ODIEL S.L. - HUELVA;AV. ALEMANIA, 22;21001;HUELVA;HUELVA;959251768;;;;AUTOESCUELAS;;;;;
PINTURAS JOMAR, S.L.;AV. ALEMANIA, 38;21002;HUELVA;HUELVA;959255753;;pinturajomar@tpi.infomail.es;;;;;;;
CASTRO JARANA HUELVA - HUELVA;AV. ALEMANIA, 56;21002;HUELVA;HUELVA;959245100;;comercial@castrojaranahuelva.com;www.castrojaranahuelva.com;SALUD - BELLEZA Y ESTETICA ;;;;;
CASTRO JARANA HUELVA - HUELVA;AV. ALEMANIA, 56;21002;HUELVA;HUELVA;959245100;;comercial@castrojaranahuelva.com;www.castrojaranahuelva.com;;;;;;
ASOC HUELVA ACOGE - HUELVA;AV. ALEMANIA, 6;21001;HUELVA;HUELVA;959285072;;huelva@acoge.org;www.huelvacoge.org;;;;;;
PREVENGO - HUELVA;AV. ALEMANIA, 66;21002;HUELVA;HUELVA;959871021;;prevengo@telefonica.net;;GIMNASIOS;;;;;
CENTRO PROCOLOR - HUELVA;AV. ALEMANIA, 8;21001;HUELVA;HUELVA;959241415;;cp.huelva@sab.procolor.es;www.procolor.es;ALIMENTACION;;;;;
AUTOMATISMOS HUELVA S.L.;AV. ALEMANIA, 90;21003;HUELVA;HUELVA;959285153;;contactar@automatismoshuelva.com;www.automatismoshuelva.com;;;;;;
LOTAMA S.L.;AV. ALEMANIA, 24                                                                ;21001;HUELVA;HUELVA; 959261822;;lotama@lotama.com;www.lotama.com;ALIMENTACION;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;202-777-2509audrey.pernik@apha.org;www.apha.org;ALIMENTACION;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;aaltonen@purdue.edu;www.apha.org;ALIMENTACION;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;access@apha.org;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;adewale.troutman@louisvilleky.gov;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;akiddtay@aol.com;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;annette.ferebee@apha.org;www.apha.org;SERV. JURIDICOS;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;ashell.alston@apha.org;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;audrey.pernik@apha.org;www.apha.org;INFORMATICA/TELEFONIA;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;barbara.giloth@advocatehealth.com;www.apha.org;CONSTRUCCION;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;barbl11@aol.com;www.apha.org;ALIMENTACION;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;cculverapha@gmail.com;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;comments@apha.org;www.apha.org;INMOBILIARIA;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;crnevarez@phi.org;www.apha.org;INMOBILIARIA;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;david.fouse@apha.org;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;dayc2@aetna.com;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;deborah.dillard@apha.org;www.apha.org;SALUD;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;development@apha.org;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;dianac@parca.org;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;drewaharris@gmail.com;www.apha.org;CONSTRUCCION;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;dvd3@georgetown.edu;www.apha.org;CONSTRUCCION;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;exhibitorslynn.schoen@apha.org;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;fouse202-777-2501david.fouse@apha.org;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;georges.benjamin@apha.org;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;j_telfai@uncg.edu;www.apha.org;CONSTRUCCION;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;jgaufin@healthinsight.org;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;jrfp@sfsu.edu;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;kbender@phaboard.org;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;kemi.oluwafemi@apha.org;www.apha.org;INFORMATICA/TELEFONIA;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;lindarae.murray@gmail.com;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;lynn.schoen@apha.org;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;mediarelations@apha.org;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;mediationlaw@comcast.net;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;membership.mail@apha.org;www.apha.org;HOSTELERIA Y RESTAURACION;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;mlichtve@tulane.edu;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;mshipp@optometry.osu.edu;www.apha.org;TEXTIL;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;natalie.sorkin@apha.org;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;opokras@umd.edu;www.apha.org;INFORMATICA/TELEFONIA;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;patricia.warin@apha.org;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;rjc@phmc.org;www.apha.org;ALIMENTACION;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;sradius@towson.edu;www.apha.org;SALUD;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;swm@vt.edu;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;tquade@schd.org;www.apha.org;;;;;;
APDHA - ASOCIACION PRODERECHOS HUMANOS DE ANDALUCIA - HUELVA;AV. ANDALUCIA, 11;21004;HUELVA;HUELVA;959260254;;warin202-777-2511patricia.warin@apha.org;www.apha.org;;;;;;
TELEFONO DE LA ESPERANZA - HUELVA;AV. ANDALUCIA, 5;21004;HUELVA;HUELVA;959281515;;huelva@telefonodelaesperanza.org;www.telefonodelaesperanza.org;;;;;;
AGENCIA DE INNOVACION Y DESARROLLO DE ANDALUCIA (IDEA) - HUELVA;AV. ANDALUCIA, 6;21004;HUELVA;HUELVA;959011200;;huelva@agenciaidea.es;www.agenciaidea.es;INMOBILIARIA;;;;;
URBASER S.A. - HUELVA;AV. CABEZO DE LA JOYA, 1;21004;HUELVA;HUELVA;959251033;;lrengel@urbaser.com;www.urbaser.es;ALIMENTACION;;;;;
CALIDALIA - HUELVA;AV. CABEZO DE LA JOYA, 2;21004;HUELVA;HUELVA;959802446;;administracion@muralia.es;www.muralia.es;;;;;;
URBASER S.A. - HUELVA;AV. CABEZO DE LA JOYA, S/N;21004;HUELVA;HUELVA;959263498;;;;SERVICIOS A EMPRESAS;;;;;
CRISVA SIGLO XXI S.L. - HUELVA;AV. CAMPOS DE MONTIEL, 4;21007;HUELVA;HUELVA;959220074;;;;FERRETERIAS;;;;;
TECNIQUINTERO, S.L.U. - HUELVA;AV. CINTA, 18;21005;HUELVA;HUELVA;959150319;;;;ELECTRODOMESTICOS;;;;;
INGENIERIA PRIMASUR S.L.U. - HUELVA;AV. COSTA DE LA LUZ, 15;21002;HUELVA;HUELVA;959251811;;;;TELECOMUNICACIONES;;;;;
RAFAEL RAIMUNDO ZARZA - HUELVA;AV. COSTA DE LA LUZ, 23;21002;HUELVA;HUELVA;696431077;;;;ELECTRICISTAS;;;;;
AISLA - HUELVA;AV. COSTA DE LA LUZ, 29;21002;HUELVA;HUELVA;959236489;;administracion@aisla.es;;AISLAMIENTOS;;;;;
MANTENIMIENTO ACOSUR S.L. - HUELVA;AV. COSTA DE LA LUZ, 5;21002;HUELVA;HUELVA;959284776;;mantenimientosacosur@hotmail.com;;;;;;;
RUFINO LOPEZ DOMINGUEZ - HUELVA;AV. COSTA DE LA LUZ, 9;21002;HUELVA;HUELVA;607588594;;;;OBRA DE REFORMA;;;;;
ESTUDIO ODIEL 2005 SL - HUELVA;AV. CRISTÓBAL COLÓN, 16;21002;HUELVA;HUELVA;959252070;;;;INMOBILIARIAS;;;;;
ATLANTOUR;AV. CRISTOBAL COLON, 31;21002;HUELVA;HUELVA;959251793;959251922;receptivo@atlantourviajes.com;www.atlantourviajes.com;ALIMENTACION;;;;;
JOSUCAR MOTOR - HUELVA;AV. CRISTÓBAL COLÓN, 50;21002;HUELVA;HUELVA;959540149;;;;CONCESIONARIOS DE COCHES;;;;;
ASOCIACION DE JUGADORES DE AZAR EN REHABILITACION - HUELVA;AV. CRISTÓBAL COLÓN, 91;21002;HUELVA;HUELVA;959285078;;;www.valdocco.org;SERVICIOS A EMPRESAS;;;;;
ASCENSORES IMAR;AV. DE DILAR, 112;18007;HUELVA;HUELVA;958127204;958132473;mar@ascensoresimar.com;www.ascensoresimar.com;HOSTELERIA Y RESTAURACION;;;;;
SEGURTEL ESPAÑA, S.L.U.;AV. DE VILLARRASA, 13;21720;HUELVA;HUELVA;902503314;959417285;segurtel@segurtelespana.com;;;;;;;
ASOCIACION FAMILIAR NUESTRA SEÑORA DEL PILAR - HUELVA;AV. DECANO (POL. IND. FRANCISCO MONTENEGRO), S/N;21007;HUELVA;HUELVA;959540320;;;;TELECOMUNICACIONES;;;;;
ESTADIO COLOMBINO - HUELVA;AV. DECANO DEL FÚTBOL ESPAÑOL, S/N;21001;HUELVA;HUELVA;959270208;;prensa@recreativohuelva.com;;ASOCIACIONES DEPORTIVAS;;;;;
COLON HUELVA S.COOP.LTDA. - HUELVA;AV. DIEGO MORÓN, 18;21005;HUELVA;HUELVA;959151498;;;;AUTOESCUELAS;;;;;
INSTITUTO HISPALENSE DE PEDIATRIA - HUELVA;AV. DIEGO MORÓN, 3;21005;HUELVA;HUELVA;959151564;;;;CLINICAS ;;;;;
IDAMAR;AV. ENLACE, 16;21001;HUELVA;HUELVA;959250999;;idamar@grupo-idamar.com;www.idamarnautica.es;;;;;;
YACARTA S.L.;AV. ESC. M. WHITNEY, 13                                                         ;21003;HUELVA;HUELVA; 959261393;;yacarta2@yacarta.com;;CONSTRUCCION;;;;;
INDUSTRIAL GUADIAL - HUELVA;AV. ESCULTORA MISS WHITNEY, 2;21003;HUELVA;HUELVA;959543990;;;;INMOBILIARIAS;;;;;
ASOCIACION DEPORTIVA CLUB OLBA - HUELVA;AV. ESCULTORA MISS WHITNEY, 27;21003;HUELVA;HUELVA;959250366;;;;SALUD - BELLEZA Y ESTETICA ;;;;;
MEDIOS DE PREVENCION EXTERNOS S.L. - HUELVA;AV. ESCULTORA MISS WHITNEY, 42;21003;HUELVA;HUELVA;959250321;;huelva@mp-e.net;;SERVICIOS A EMPRESAS;;;;;
MEDICINA PREVENTIVA EXTREMEÑA S.A. - HUELVA;AV. ESCULTORA MISS WHITNEY, 63;21003;HUELVA;HUELVA;959222311;;;;CLINICAS ;;;;;
AUTOMOVILES HYUNDAI - HUELVA;AV. ESCULTORA MISS WHITNEY, 9;21003;HUELVA;HUELVA;959284649;;info@automoviles4ruedas.com;;CONCESIONARIOS DE COCHES;;;;;
REBOBINADOS SUR S.L.;AV. FCO MONTENEGRO (P I FCO MONTENEGRO), S/N                                    ;21001;HUELVA;HUELVA; 959257343;;rebobinadossur@msn.com;;;;;;;
REJILLAS PLASTICAS S.L.;AV. FCO MONTENEGRO (P I FCO MONTENEGRO), S/N                                    ;21001;HUELVA;HUELVA; 959249289;;rejillasplast@terra.es;;;;;;;
INSTALACIONES KASTILLA - HUELVA;AV. FEDERICO MAYO, 21;21004;HUELVA;HUELVA;696236244;;jrcastilla@instalacioneskastilla.com;;ALBAÑILERIAS;;;;;
TECNOCASA - HUELVA;AV. FEDERICO MOLINA, 1;21003;HUELVA;HUELVA;959220255;;hlaa2@tecnocasa.es;;INMOBILIARIAS;;;;;
TECNOCASA - HUELVA;AV. FEDERICO MOLINA, 1;21003;HUELVA;HUELVA;959220255;;hlaa2@tecnocasa.es;www.tenocasa.es;;;;;;
GRUAS PEDRO PARRA - HUELVA;AV. FRANCISCO MONTENEGRO (P. IND. FCO. MONTENEGRO), 1;21001;HUELVA;HUELVA;959249534;;info@gruasparra.com;www.gruasparra.com;SERVICIOS INDUSTRIALES;;;;;
GRUAS PEDRO PARRA - HUELVA;AV. FRANCISCO MONTENEGRO (P. IND. FCO. MONTENEGRO), 1;21001;HUELVA;HUELVA;959249534;;info@gruasparra.com;www.gruasparra.es;;;;;;
BEATRIZ SANZ GUILLEN - HUELVA;AV. FRANCISCO MONTENEGRO (P. IND. FCO. MONTENEGRO), 2;21001;HUELVA;HUELVA;959283696;;;www.1acalidad.com;SERVICIOS A EMPRESAS;;;;;
REAL CLUB MARITIMO DE HUELVA - HUELVA;AV. FRANCISCO MONTENEGRO (P. IND. FCO. MONTENEGRO), S/N;21001;HUELVA;HUELVA;959247627;;rcmh.secciones@gmail.com;;ASOCIACIONES DEPORTIVAS;;;;;
FEDERACION ANDALUZA DE PESCA DEPORTIVA - HUELVA;AV. FRANCISCO MONTENEGRO (P. IND. FCO. MONTENEGRO), S/N;21001;HUELVA;HUELVA;959261448;;;;SERVICIOS INDUSTRIALES;;;;;
ALEX HUELVA - HUELVA;AV. FRANCISCO MONTENEGRO (P. IND. FCO. MONTENEGRO), S/N;21001;HUELVA;HUELVA;959242593;;alexhuelvasl@hotmail.com;;CONSTRUCCION;;;;;
DIMAPEIX;AV. FRANCISCO MONTENEGRO (P. IND. FCO. MONTENEGRO), S/N;21001;HUELVA;HUELVA;959286155;;info@dimapeix.com;www.dimapeix.com;AUTOMOVIL;;;;;
MARTI PEIX;AV. FRANCISCO MONTENEGRO (P. IND. FCO. MONTENEGRO), S/N;21001;HUELVA;HUELVA;959282626;;martipeix@terra.es;;CONSTRUCCION;;;;;
REAL CLUB MARITIMO DE HUELVA;AV. FRANCISCO MONTENEGRO (P. IND. FCO. MONTENEGRO), S/N;21001;HUELVA;HUELVA;959247627;;rcmh.secciones@gmail.com;www.reslclubmaritimodehuelva.org;HOSTELERIA;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
