Empresa;DirecciÃ³n;CP;Ciudad;Provincia;TelÃ©fono;MÃ³vil;Email;Web;Sector;N. Empleados;Administrador;P.Contacto;CIF;Comentario
S.C.A., AGROALIMENTARIA VIRGEN DEL ROCIO;AVDA. DE LOS CABEZUDOS 1 Y 3;21730;;HUELVA;959406146;959407052;info@auguste-thouard.com;;INFORMATICA/TELEFONIA;;;;;
S.C.A., AGROALIMENTARIA VIRGEN DEL ROCIO;AVDA. DE LOS CABEZUDOS 1 Y 3;21730;;HUELVA;959406146;959407052;info@raigal.com;;INMOBILIARIA;;;;;
CAUCHOS SAN DIEGO S.L.;AVDA. JUVENTUD, 7;21730;ALMONTE;HUELVA;959450537;;sandiego@logiccontrol.es;;CONSTRUCCION;;;;;
HOTEL APARTAMENTO CAMINO DEL MAR;AVENIDA CABEZUDOS, 6;21730;ALMONTE;HUELVA;959407740;;reservas@hotelcaminodelmar.com;www.hotelcaminodelmar.com;;;;;;
CAUCHOS SAN DIEGO;AVENIDA DE LA JUVENTUD, 7;21730;ALMONTE;HUELVA;959450803;;info@cauchossandiego.es;www.cauchossandiego.es;;;;;;
ASOCIACION DE FAMILIARES Y AMIGOS DEL DEFICIENTE PSIQUICODE - ALMONTE;BDA. PIO XII, 2 -B;21730;ALMONTE;HUELVA;959406975;;asocanariega@terra.es;;;;;;;
AROMAS Y SABORES DE DO?ANA, S.L.;C/ CONCEPCION 1 ;21730;;HUELVA;()959417434;959450398;aromasdonana@mixmail.com;;SERV. JURIDICOS;;;;;
RAFAEL SÁNCHEZ GIL - ALMONTE;C/ LORENZO CRUZ, 18 - 1° DCHA.;21730;ALMONTE;HUELVA;959450491;;rsgarquitectos@gmail.com;;DECORACION;;;;;
AGROECOLOGIA DO?ANA, S.L.;C/ VICENTE ALEIXANDRE 10 ;21730;;HUELVA;()959450656;959407871;bionest@bionest.org;www.bionest.es;;;;;;
SANCHEZ BARBA JOSE ANTONIO;CALL BLASCO IBAÑEZ, 19;21730;ALMONTE;HUELVA;959451192;;jose@sanchezbarba.e.telefonica.net;;;;;;;
ENDRINA ACEVEDO S.L.  ;CALL LA VERDEJA, 15;21730;ALMONTE;HUELVA;959451254;;endrinaasevedo@telefonica.net;;;;;;;
GARCIA PALOMO Y RODRIGUEZ S.L.;CALL LORENZO CRUZ, 31;21730;;HUELVA;959451244;;info@inmobiliariavirgendelrocio.com;;INMOBILIARIA;;;;;
SERVIGES ALMONTE S.L.  ;CALL PADRE JOSE ANTONIO RODRIGUEZ BEJERANO, 77;21730;ALMONTE;HUELVA;959407607;;servigesalmonte@telefonica.net;;;;;;;
GRÚAS Y BOMBEOS DOÑANA;CALLE ALBERCA LA, 1  APTDO. DE CORREOS 102 ;21730;ALMONTE;HUELVA;959406683;;;;MÁQUINAS INSDUSTRIAIS;;;;;
ASESORÍA PERERA - GESTOSUR CONDADO S.L. - ALMONTE;CALLE BLASCO IBAÑEZ, 11 BAJO;21730;ALMONTE;HUELVA;959406536;;;;SERVICIOS A EMPRESAS;;;;;
SANCHEZ BARBA JOSE ANTONIO;CALLE BLASCO IBAÑEZ, 19;21730;HUELVA;HUELVA;959451192;;;;ASESORÍA FISCAL Y JURÍDICA;;;;;
ESPINA ESPINA FRANCISCO;CALLE CONCEPCION ARENAL, S/N;21730;ALMONTE;HUELVA;959406377;;scoespina@vodafone.es;;INMOBILIARIA;;;;;
VETASEGUROS DE DOÑANA S.L;CALLE CONCEPCION, 5;21730;ALMONTE;HUELVA;959450560;;vetaseguros@yahoo.es;;CONSTRUCCION;;;;;
GRUPO M. JIMENEZ MAÑA, S.L. - ALMONTE;"CALLE CTRA. DEL ROCIO, 28&NBSP;";21730;ALMONTE;HUELVA;959451812;;;;CONCESIONARIOS DE COCHES;;;;;
FOTO VÍDEO JAVIER SUÁREZ - ALMONTE;CALLE DE BÉCQUER, 28;21730;ALMONTE;HUELVA;652909917;;info@fotovideojaviersuarez.com;www.fotovideojaviersuarez.com;IMAGEN Y SONIDO;;;;;
TALLER JOYEROS ITAL S.L.  ;CALLE FERIA, 125;21730;ALMONTE;HUELVA;959407751;;italjoya@terra.es;www.italjoya.cjb.net;TEXTIL;;;;;
ALMODECON S.L.;CALLE FLORENTINO PÉREZ EMBID, 14;21730;ALMONTE;HUELVA;679461455;;;;CONSTRUCCIÓN ;;;;;
COSTRUCCIONES GATO CLAVO;CALLE HINOJOS, 40;21730;ALMONTE;HUELVA;959406395;;;;CONSTRUCCIÓN ;;;;;
CATERING PUENTE DEL AJOLI - ALMONTE;CALLE ISAAC PERAL 6;21730;ALMONTE;HUELVA;667649188;;;;CATERING;;;;;
INOX NIÑO DE LA VIRGEN - ALMONTE;CALLE JOSE MARÍA PEMAN, 130 - BAJO;21730;ALMONTE;HUELVA;630777109;;;;CARPINTERIA METALICA;;;;;
MOSAICOS HIDRAULICOS Y CONSTRUCCIONES TORRE ALMENARA S.L.L.;CALLE LOS ALMONTEÑOS 14;21730;ALMONTE;HUELVA;959450652;;info@torrealmenara.es;www.torrealmenara.es;;;;;;
MEDINA CARRELLAN SL - ALMONTE;CALLE MORIANA 1 BAJO;21730;ALMONTE;HUELVA;959451074;;transportes@medinacarrellan.com;www.medinacarrellan.com;TRANSPORTE DE MERCANCIA ;;;;;
DOÑA SUR PUERTAS Y AUTOMATISMOS - ALMONTE;CALLE MURILLO, 14 - BAJO;21730;ALMONTE;HUELVA;646986175;;hdonasur@hdonasur.com;;CARPINTERIA METALICA;;;;;
SALON LAS MARISMAS;CALLE NIEBLA 15;21730;ALMONTE;HUELVA;959450163;;domingorp@msn.com;;;;;;;
SALON LAS MARISMAS - ALMONTE;CALLE NIEBLA, 15;21730;ALMONTE;HUELVA;959450163;;domingorp@msn.com;;SERVICIOS A EMPRESAS;;;;;
DOÑANA COMUNICACION S.A.;CALLE PADRE JOSE ANTONIO RODRIGUEZ BEJERANO, 80;21730;ALMONTE;HUELVA;959407676;;donatatv@almontewireless.com;;TURISMO;;;;;
AIDETEC SOCIEDAD COOPERATIVA ANDALUZA  ;CALLE RABIDA, 54;21730;ALMONTE;HUELVA;959451885;;aidetec@aidetec.com;;;;;;;
AIDETEC SOCIEDAD COOPERATIVA ANDALUZA;CALLE RABIDA, 54;21730;ALMONTE;HUELVA;959451885;;info@aidetec.com;;;;;;;
LINEAMEDIA;CALLE RECTOR MARTIN VILLA, 23;21730;ALMONTE;HUELVA;959406567;;lineamedia@wanadoo.es;;INMOBILIARIA;;;;;
CENTRO DE FISIOTERAPIA MÁRQUEZ - ALMONTE;CALLE RECTOR MARTÍN VILLA, 5;21730;ALMONTE;HUELVA;959407210;;;;FISIOTERAPEUTA;;;;;
ALCONSUR - ALMONTE;CALLE ROCIO 4 BAJO;21730;ALMONTE;HUELVA;959451653;;alconsur@gmail.com;;INMOBILIARIAS;;;;;
ALCONSUR;CALLE ROCIO 4 BAJO;21730;ALMONTE;HUELVA;959451653;;alconsur@gmail.com;;;;;;;
GUITART HOGAR Y MODA;CALLE SEBASTIÁN CONDE, 1;21730;ALMONTE;HUELVA;959406055;;;;CONFECCIONES;;;;;
HERMANDAD MATRIZ NUESTRA SEÑORA DEL ROCÍO;CALLE SEBASTIÁN CONDE, 4;21730;ALMONTE;HUELVA;959450376;;;;ADMINISTRACIÓN Y INSTITUCIONES ;;;;;
AZIMUT ENERGIA SOLAR VEREDILLA, 50 A  ;CALLE VEREDILLA, 50;21730;ALMONTE;HUELVA;959451508;;info@azimut-es.com;;INMOBILIARIA;;;;;
RESTAURANTE EL PASTORCITO - ALMONTE;CARRETERA ALMONTE-EL ROCIO KM 4 BAJO;21730;ALMONTE;HUELVA;959450205;;info@restaurantepastorcito.com;;RESTAURANTES ;;;;;
BEJARANO LOPEZ FERNANDO;CDE. CAÑETE, 7;21730;ALMONTE;HUELVA;959407011;;fbejer@tiservinet.es;;;;;;;
APRET - ALMONTE;CERVANTES, 12;21730;ALMONTE;HUELVA;959407575;;asoc_apret@hotmail.com;;;;;;;
RESIDENCIA MADRE DE DIOS - ALMONTE;CNO. SEVILLA, 133;21730;ALMONTE;HUELVA;959406586;;;;TERCERA EDAD ;;;;;
C 21 SERVICIOS INMOBILIARIOS S.L. - ALMONTE;CONCEPCIÓN, 21;21730;ALMONTE;HUELVA;959450363;;;;INMOBILIARIAS;;;;;
ACOFI S.C. - ALMONTE;CONCEPCIÓN, 22;21730;ALMONTE;HUELVA;959406202;;;;SERVICIOS A EMPRESAS;;;;;
ASESORES ALMONTE S.L.;CONCEPCIÓN, 7;21730;ALMONTE;HUELVA;959451128;;;;ASEGURADORAS;;;;;
DOÑANA FRESA SOCIEDAD COOPERATIVA ANDALUZA;CR HINOJOS  S-N;21730;ALMONTE;HUELVA;959506220;959506230;;;CULTIVO Y COMERCIALIZACIÓN DE FRESAS EN GENERAL ;;;;;
GALPER ASESORES S.L.  ;CTRA DEL ROCIO, 1;21730;ALMONTE;HUELVA;959407497;;galperasesores@infodonana.com;;;;;;;
ROCIOFRUT S.L.;CTRA DEL ROCIO, 103;21730;ALMONTE;HUELVA;959450244;;rociofrut@telefonica.net;;;;;;;
ESTACION DE SERVICIO ALMONTE S.L.  ;CTRA DEL ROCIO, 14;21730;ALMONTE;HUELVA;959407469;;gasocentro@esalmonte.grupouni2.com;;;;;;;
ESTACION DE SERVICIO ALMONTE S.L.;CTRA DEL ROCIO, 14;21730;ALMONTE;HUELVA;959407469;;info@esalmonte.grupouni2.com;;;;;;;
HERNANDEZ SOLIS CRISTOBAL;CTRA DEL ROCIO, 217;21730;ALMONTE;HUELVA;959406857;;gonzalohr10@hotmail.com;;SERV. JURIDICOS;;;;;
MARIN CORENTO ANTONIO;CTRA DEL ROCIO, 87;21730;ALMONTE;HUELVA;959406754;;electromarin@teleline.es;;;;;;;
GRUAS Y TALLERES PASCUAL S.L.;CTRA ROCIO, 115                                                                 ;21730;ALMONTE;HUELVA; 959407433;;gruas-pascual@infodonana.com;;;;;;;
EXPLOTACIONES FORESTALES LOS OJUELOS S.L.;CTRA ROCIO, 228                                                                 ;21730;ALMONTE;HUELVA; 959450227;;efojuelo@terra.es;;;;;;;
VIVIENDAS MATALASCAÑAS S.L.;CTRA ROCIO, 7;21730;ALMONTE;HUELVA; 959450134;;vima@pinfonegocio.com;;;;;;;
EXPLOTACIONES FORESTALES LOS OJUELOS S.L.;CTRA ROCIO, 73                                                                  ;21730;ALMONTE;HUELVA; 959406785;;efoluejos@terra.es;;;;;;;
S.A.T. H-0023 BIONEST;CTRA. ALMONTE-EL ROCIO, KM 9,5;21730;ALMONTE;HUELVA;959450656;959407871;bionest@bionest.es;www.bionest.es;ALIMENTACION;;;;;
VITAFRESH;CTRA. ALMONTE-EL ROCIO, KM 95;21730;ALMONTE;HUELVA;959450126;;vitafresh@vitafresh.es;www.vitrafresh.es;INFORMATICA/TELEFONIA;;;;;
VITAFRESH, S.L.;CTRA. ALMONTE-EL ROCIO, KM.9,5;21730;VALVERDE CAMINO;HUELVA;959450126;959451212;vitafresh@vitafresh.es;;TRANSPORTE EN GENERAL;;;;;
COMPAÑIA DE ELECTRICIDAD DEL CONDADO S.A. - ALMONTE;CTRA. BOLLULLOS, S/N;21730;ALMONTE;HUELVA;959450229;;;;ELECTRICISTAS;;;;;
JIMENEZ MAÑA RECAMBIOS S.L.U.;CTRA. DEL ROCIO, 28Â ;21730;ALMONTE;HUELVA;959451812;;marketing@jimenezmana-ad.com;www.jimenezmana.com;AUTOMOVIL;;;;;
MEDIMAR INMOBILIARIA - ALMONTE;CTRA. EL ROCÍO, 105;21730;ALMONTE;HUELVA;959451033;;;;INMOBILIARIAS;;;;;
GRUAS Y TALLERES PASCUAL S.L. - ALMONTE;CTRA. EL ROCÍO, 115;21730;ALMONTE;HUELVA;959406178;;gruas-pascual@infodonana.com;www.desguacepedrogarcia.com;CONCESIONARIOS DE COCHES;;;;;
CECSA - ALMONTE;CTRA. EL ROCÍO, 118;21730;ALMONTE;HUELVA;959450500;;;;ENERGIA ELECTRICA;;;;;
EMPRESA MUNICIPAL DE VIVIENDAS ALMONTE S.A. - ALMONTE;CTRA. EL ROCÍO, 137;21730;ALMONTE;HUELVA;959450048;;;;INMOBILIARIAS;;;;;
GESTION INMOBILIARIA EL CHAPARRAL S.L. - ALMONTE;CTRA. EL ROCÍO, 182;21730;ALMONTE;HUELVA;959450287;;;;INMOBILIARIAS;;;;;
ARTESANIA MARISMEÑA SL - ALMONTE;CTRA. EL ROCÍO, 212;21730;ALMONTE;HUELVA;959407064;;;;CARPINTERIA METALICA;;;;;
REALES ELECTRODOMESTICOS - ALMONTE;CTRA. EL ROCÍO, 33;21730;ALMONTE;HUELVA;959451589;;elecreales@terra.es;;ELECTRODOMESTICOS;;;;;
SUREXPORT;CTRA. EL ROCIO, 36;21730;ALMONTE;HUELVA;959451550;;surexport@surexport.es;www.surexport.es;;;;;;
PACOBIS - ALMONTE;CTRA. EL ROCIO, 92;21730;ALMONTE;HUELVA;959407020;;pacobis2010@gmail.com;;;;;;;
SVZ;CTRA. EL ROCIO, KM 9'5;21730;ALMONTE;HUELVA;959450288;;info@svz-sp.com;www.svz.com;AUTOMOVIL;;;;;
DOÑANA FRESA;CTRA. HINOJOS, S/N;21730;ALMONTE;HUELVA;959506220;;herban@donana.e.telefonica.net;;;;;;;
HIERROS ROCIO, S.L.;CTRA. ROCIO, 151;21730;ALMONTE;HUELVA;959407644;959451292;hierrosrocio@ncs.es;;SERVICIO INTEGRAL PARA LA CONSTRUCCIÓN Y CARPINTERÍA METÁLICA ;;;;;
HIERROS ROCIO, S.L.;CTRA. ROCIO, 151;21730;ALMONTE;HUELVA;959407644;959451292;hierrosrocio@ncs.es;;;;;;;
CONSTRUCCIONES DIGAMON, S.A.;CTRA. ROCIO, 219;21730;ALMONTE;HUELVA;959407005;959406984;digamon@teleline.es;;TEXTIL;;;;;
MARMOLES EL CHAPARRAL - ALMONTE;DEL ROCIO 26 1 A;21730;ALMONTE;HUELVA;959450753;;marmoleselchaparral@hotmail.com;;CARPINTERIA METALICA;;;;;
SEGUROS MARTINEZ TALLAFERT S.L.;EL CERRO, 29;21730;ALMONTE;HUELVA;959450433;;;;ASEGURADORAS;;;;;
BANDPROTEC - ALMONTE;EL TOMILLAR NAVE 59, A;21730;ALMONTE;HUELVA;959451364;;info@bandprotec.com;www.bandprotec.com;AISLAMIENTOS;;;;;
GALLESA;EL TOMILLARNAVE 57;21730;ALMONTE;HUELVA;959406407;;pepebaez@gallesa.e.telefonica.net;;;;;;;
MONICA ALIAU IGLESIAS - ALMONTE;EL VILLAREJO, 54;21730;ALMONTE;HUELVA;959451919;;;;INMOBILIARIAS;;;;;
PINGONETE - ALMONTE;FERIA, 107;21730;ALMONTE;HUELVA;959450475;;;;FERRETERIAS;;;;;
ELECTROBAZAR CHAVEZ - ALMONTE;FERIA, 125;21730;ALMONTE;HUELVA;959450852;;electro-chavez@terra.es;;ELECTRODOMESTICOS;;;;;
