Empresa;DirecciÃ³n;CP;Ciudad;Provincia;TelÃ©fono;MÃ³vil;Email;Web;Sector;N. Empleados;Administrador;P.Contacto;CIF;Comentario
NATUZZI;AVENIDA LUIS DE MORALES, 2;41005;SEVILLA;SEVILLA;954570211;;natuzzi@protectiontrade.it;www.natuzzi.es;SOFASYTRESILLOS;;;;;
CICLO NERVION;AVENIDA MARQUES DE PICKMAN 36 - LOCAL;41005;SEVILLA;SEVILLA;954663315;;info@ciclosnervion.com;www.ciclosnervion.com;;;;;;
CICLO NERVIÓN;AVENIDA MARQUÉS DE PICKMAN 36 - LOCAL;41005;SEVILLA;SEVILLA;954663315;;;www.ciclosnervion.com;ESTABLECIMIENTODEBICICLETA;;;;;
BICICLETASQUIQUECICLE-SEVILLA;AVENIDA MENENDEZ PELAYO 11;41005;SEVILLA;SEVILLA;954536017;;;www.quiquecicle.com;BOUTIQUES;;;;;
GOLD ROOSTER MODAS;AVENIDA RAMON Y CAJAL 26;41005;SEVILLA;SEVILLA;688096996;;;;TIENDADEROPADESEÑORACABALLEROYNIÑO;;;;;
HOSPITAL VETERINARIO CONDE DE BUSTILLO;AVENIDA RAMON Y CAJAL, 110;41005;SEVILLA;SEVILLA;954924010;;info@hospitalcondebustillo.com;;SALUD;;;;;
HOSPITAL VETERINARIO CONDE DE BUSTILLOS;AVENIDA RAMÓN Y CAJAL, 110;41005;SEVILLA;SEVILLA;902444530;;;www.hospitalcondebustillo.com;VETERINARIOS;;;;;
COPYMAX;AVENIDA RAMÓN Y CAJAL, 15 - BAJO (LOCAL B);41005;SEVILLA;SEVILLA;954658832;;copymaxdigital@hotmail.com;www.copymaxdigital.com;COPISTERIAS;;;;;
RESTAURANTEASTURIAS-SEVILLA;AVENIDA RAMÓN Y CAJAL, 2 - BAJO;41005;SEVILLA;SEVILLA;954641009;;;;RESTAURANTES ;;;;;
RESTAURANTECHINODELICIA-SEVILLA;AVENIDA RAMÓN Y CAJAL, 24;41005;SEVILLA;SEVILLA;954923081;;;www.restaurantechinodelicia.com;RESTAURANTES ;;;;;
JOSÉRAMÓNRODRÍGUEZARANDACONSULTADEOSTEOPATÍA-SEVILLA;AVENIDA RAMÓN Y CAJAL, 41 - PORTAL 2, 2° D;41005;SEVILLA;SEVILLA;954701512;;joro979@hotmail.com;www.osteopatia-sevilla.com;MEDICOS ESPECIALISTAS;;;;;
NAGUALESEPCIALISTASENLIMPIEZAS-SEVILLA;AVENIDA SAN FRANCISCO JAVIER 9 EDIFICIO SEVILLA 2 PLANTA 9 MODULO 22;41005;SEVILLA;SEVILLA;902909153;;;www.nagual.es;SERVICIOS INDUSTRIALES;;;;;
NAGUAL ESEPCIALISTAS EN LIMPIEZAS;AVENIDA SAN FRANCISCO JAVIER 9 EDIFICIO SEVILLA 2 PLANTA 9 MODULO 22;41005;SEVILLA;SEVILLA;902909153;;info@nagual.es;www.nagual.es;;;;;;
INSTITUTO MATO ANSORENA;AVENIDA SAN FRANCISCO JAVIER, 19-1ª PLTA. C;41005;SEVILLA;SEVILLA;954639199;954636691;sevilla@mato-ansorena.com;;CLÍNICAS DENTALES;;;;;
INSTITUTO MATO ANSORENA;AVENIDA SAN FRANCISCO JAVIER, 19-1ª PLTA. C;41005;SEVILLA;SEVILLA;954639199;954636691;info@ryadfort.com;;SALUD;;;;;
INSTITUTO MATO ANSORENA;AVENIDA SAN FRANCISCO JAVIER, 19-1ª PLTA. C;41005;SEVILLA;SEVILLA;954639199;954636691;sevilla@mato-ansorena.com;;SALUD;;;;;
J.A.R.CLIMAS.L.-SEVILLA;AVENIDA SAN FRANCISCO JAVIER, 23 - 5° A;41005;SEVILLA;SEVILLA;954639509;;;;AIRE ACONDICIONADO;;;;;
CURRA STYLO - SEVILLA;AZNALCÁZAR, 2;41005;SEVILLA;SEVILLA;954646572;;;;PELUQUERIASUNISEX;;;;;
PEÑASEVILLISTAALRELENTE-SEVILLA;AZNALCÁZAR, 6;41005;SEVILLA;SEVILLA;954655199;;;;ASOCIACIONES DEPORTIVAS;;;;;
CANO S.A.;B  POL. SU EMINENCIA , 4;41005;SEVILLA;SEVILLA;954663054;;;;ACCESORIO INDUSTRIALES;;;;;
CANO S.A. - SEVILLA;B (POL. SU EMINENCIA), 4;41005;SEVILLA;SEVILLA;954663054;;cano@cano-sa.com;www.cano-sa-com;;;;;;
COMERCIAL JOFERAUTO - SEVILLA;B (POL. SU EMINENCIA), NAVE 1-3;41005;SEVILLA;SEVILLA;955042961;;;;TALLERESMECANICOSPARAAUTOMOVILES;;;;;
DIALCES.L.-SEVILLA;B (POL. SU EMINENCIA), S/N;41005;SEVILLA;SEVILLA;954642618;;;;SERVICIOS INDUSTRIALES;;;;;
DIFUSIONES TECNOLOGICAS DE MERCADO, S.L.;BEATRIZ DE SUABIA 57;41005;SEVILLA;SEVILLA;954582872;954583351;camba@arrakis.es;www.cambalache.es;EDICIÓN DE PERIÓDICO PUBLICITARIO ;;;;;
DIFUSIONES TECNOLOGICAS DE MERCADO, S.L.;BEATRIZ DE SUABIA 57;41005;SEVILLA;SEVILLA;954582872;954583351;camba@arrakis.es;www.cambalache.es;;;;;;
JOSE ENRIQUE PRIETO - SEVILLA;BEATRIZ DE SUABIA, 111;41005;SEVILLA;SEVILLA;954921616;;;;ALIMENTOSCONGELADOS:ESTABLECIMIENTOS;;;;;
SEVILLANA DE ASISTENCIA TECNICA SEVILUX S.L.;BEATRIZ DE SUABIA, 112;41005;SEVILLA;SEVILLA;954660861;;;;ACCESORIO DE ELECTRODOMESTICO;;;;;
CENTRODEEDUCACIONINFANTILYPRIMARIADEPRACTICASANEJO-SEVILLA;BEATRIZ DE SUABIA, 117;41005;SEVILLA;SEVILLA;954932859;;;;ESCUELAS PUBLICAS ;;;;;
AGROPECUARIA EL CANTO - SEVILLA;BEATRIZ DE SUABIA, 120;41005;SEVILLA;SEVILLA;954632665;;;;PRODUCCIONAGRICOLA;;;;;
PYP INFORMATICA - SEVILLA;BEATRIZ DE SUABIA, 123;41005;SEVILLA;SEVILLA;954922000;;pypinformatica@telefonica.net;;INFORMATICAYOFIMATICA:ESTABLECIMIENTOS;;;;;
EMPRESADEGESTIONYCOORDINACIONDESALUDGESSAL-SEVILLA;BEATRIZ DE SUABIA, 158;41005;SEVILLA;SEVILLA;954630861;;;;CLINICAS ;;;;;
LUIS FERNANDEZ GARCIA - SEVILLA;BEATRIZ DE SUABIA, 160;41005;SEVILLA;SEVILLA;954637401;;;;PASTELERIASYCONFITERIAS;;;;;
FRUTERIA EL TEMPLETE SL - SEVILLA;BEATRIZ DE SUABIA, 2;41005;SEVILLA;SEVILLA;954706328;;;;FRUTERIAS;;;;;
FRUTERIA CARREÑO - SEVILLA;BEATRIZ DE SUABIA, 33 (MERCADO PALMERITAS);41005;SEVILLA;SEVILLA;954645121;;;;FRUTERIAS;;;;;
ALEJANDRO SANCHEZ MELLADO - SEVILLA;BEATRIZ DE SUABIA, 41;41005;SEVILLA;SEVILLA;954582621;;;;INFORMATICA:CONSULTORIAS;;;;;
EL CAMBALACHE, S.L.;BEATRIZ DE SUABIA, 57;41005;SEVILLA;SEVILLA;954582872;954583351;cambalache@cambalache.es;;;;;;;
JANDILLA SA - SEVILLA;BEATRIZ DE SUABIA, 58;41005;SEVILLA;SEVILLA;954572300;;;;ALIMENTACION:DISTRIBUCION;;;;;
MONTAJES DEL VIDRIO S.L. - SEVILLA;BEATRIZ DE SUABIA, 7;41005;SEVILLA;SEVILLA;954706056;;;;CRISTALERIASPARAVEHICULOS;;;;;
MODAS NATPY - SEVILLA;BEATRIZ DE SUABIA, 87;41005;SEVILLA;SEVILLA;954640251;;;;BOUTIQUESDESEÑORA;;;;;
ACADEMIAQUESADA;BEATRIZ DE SUABIA, 91;41005;SEVILLA;SEVILLA;954094174;;;;ACADEMIA DE IDIOMAS;;;;;
HNOS.SANTIAGO - SEVILLA;BEATRIZ DE SUABIA, S/N;41005;SEVILLA;SEVILLA;954926460;;;;ALIMENTACION:ESTABLECIMIENTOS;;;;;
PUNTO COLOR;BENITO MAS Y PRAT, 5 PLTA. BAJA LOCAL 6;41005;SEVILLA;SEVILLA;954576777;954576989;puntocolor@infonegocio.com;;;;;;;
TIENDA TELEFONICA - SEVILLA;BENITO MAS Y PRATS, 1;41005;SEVILLA;SEVILLA;954575305;;;www.telyco.es;TELEFONIAYCOMUNICACION,SERVICIOSEQUIPOSYSISTEMAS:TIENDAS;;;;;
FLAGEN PELUQUEROS - SEVILLA;BENITO MAS Y PRATS, 3;41005;SEVILLA;SEVILLA;954570410;;;;PELUQUERIASUNISEX;;;;;
OPEN25-SEVILLA;BENITO MAS Y PRATS, 4;41005;SEVILLA;SEVILLA;954579611;;;;ALIMENTACIÓN;;;;;
NERVIONASESORESS.L.-SEVILLA;BENITO MAS Y PRATS, 5;41005;SEVILLA;SEVILLA;954572466;;nervionasesores@infonegocio.com;;SERVICIOS A EMPRESAS;;;;;
FARMACIA GONZALEZ - BISCARRI - SEVILLA;BENITO MAS Y PRATS, 5;41005;SEVILLA;SEVILLA;954570659;;;;FARMACIAS;;;;;
MARIADELROSARIOALVAREZPALOMEQUE;BENITO MAS Y PRATS, 5-7;41005;SEVILLA;SEVILLA;954581432;;;;ACADEMIA DE IDIOMAS;;;;;
COSPA - AGILMIC - SEVILLA;BENITO MAS Y PRATS, 5-7 ZONA B;41005;SEVILLA;SEVILLA;954574491;;;;INFORMATICA:SERVICIOINTEGRAL;;;;;
NICE CREAM - SEVILLA;BENITO MAS Y PRATS, 6;41005;SEVILLA;SEVILLA;678027177;;info@nicecream.es;www.nicecream.es;HELADERIAS;;;;;
COMNET - SEVILLA;BENITO MAS Y PRATS, 9;41005;SEVILLA;SEVILLA;954578619;;;;INFORMATICA:CONSULTORIAS;;;;;
VANOTRES-SEVILLA;BENITO MAS Y PRATS, S/N;41005;SEVILLA;SEVILLA;954575730;;;;SERVICIOS A EMPRESAS;;;;;
URBANDALUS-SEVILLA;BENITO MAS Y PRATS, S/N-BL 1;41005;SEVILLA;SEVILLA;954980066;;;;INMOBILIARIAS;;;;;
CHEVROLET - AUTOMOCION JOFER - SEVILLA;C (POL. IND. SU EMINENCIA), 2-4;41005;SEVILLA;SEVILLA;954660368;;jofer@chevrolet.es;www.chevrolet.es;AUTOMOVILES:CONCESIONARIOS;;;;;
K - SELL MOTOR S.L. - SEVILLA;C (POL. IND. SU EMINENCIA), 6;41005;SEVILLA;SEVILLA;954252768;;;;AUTOMOVILES:CONCESIONARIOS;;;;;
COMERCIAL JOFERAUTO S.L. - SEVILLA;C (POL. IND. SU EMINENCIA), NAVE 2;41005;SEVILLA;SEVILLA;955042960;;jofer@chevrolet.es;www.chevrolet.es;AUTOMOVILES:CONCESIONARIOS;;;;;
CLINICA CISEM;C/ MANUEL CASANA, 7 - BAJO;41005;SEVILLA;SEVILLA;954647171;;info@clinicacisem.com;;SALUD;;;;;
PALMA FERNANDEZ JOSE ANTONIO;CALL ALEJANDRO COLLANTES, 124;41005;SEVILLA;SEVILLA;954578651;;ventum@wanadoo.es;;CONSTRUCCION;;;;;
LINE PRINTER SC  ;CALL ALEJANDRO COLLANTES, 61;41005;SEVILLA;SEVILLA;954981187;;lineprinter@lineprinter.net;www.lineprinter.net;INFORMATICA/TELEFONIA;;;;;
CARNERERO PARRA FRANCISCO JAVIER;CALL BEATRIZ DE SUABIA, 41;41005;SEVILLA;SEVILLA;954582985;;bufetecarnerero@terra.es;;SERV. JURIDICOS;;;;;
CENTRO DE FORMACION E INVESTIGACION PSICOPEDAGOGICA S.L.  ;CALL CARLOS DE CEPEDA, 1;41005;SEVILLA;SEVILLA;954642954;;centrofip@net.disbumad.es;;;;;;;
OMRON ELECTRONICS IBERIA S.A.  ;CALL CARLOS DE CEPEDA, 2;41005;SEVILLA;SEVILLA;954933250;;omrom@omrom.es;www.omrom.es;CONSTRUCCION;;;;;
ETIN S. A.  ;CALL CARLOS DE CEPEDA, 4;41005;SEVILLA;SEVILLA;954646505;;etinsa@telefonica.net;;;;;;;
MUÑOZ Y CABRERA SOCIEDAD CIVIL  ;CALL DIVINO REDENTOR, 3;41005;SEVILLA;SEVILLA;954655954;;mycb@navegalia.com;www.go.to/myc;;;;;;
MICROCAD SEVILLA S.L.  ;CALL GOYA, 57;41005;SEVILLA;SEVILLA;954643530;;microcad@telefonica.net;;INFORMATICA/TELEFONIA;;;;;
